,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind speed | (m/s)","Wind direction | (deg)"
"Jul 1, 12:00 pm",23.322,3949.92,0.972342,4.97,299
"Jul 1, 01:00 pm",25.016,1898.56,0.972517,4.263,314
"Jul 1, 02:00 pm",26.793,897.61,0.972764,3.809,327
"Jul 1, 03:00 pm",27.952,0,0.972947,3.363,314
"Jul 1, 04:00 pm",28.961,1865.51,0.972934,4.264,296
"Jul 1, 05:00 pm",29.813,7926.74,0.972854,5.877,292
"Jul 1, 06:00 pm",30.301,14152.5,0.972761,7.016,279
"Jul 1, 07:00 pm",30.587,19148.3,0.972647,7.742,275
"Jul 1, 08:00 pm",30.617,18425.6,0.97275,7.619,277
"Jul 1, 09:00 pm",30.393,16931.3,0.972807,7.368,281
"Jul 1, 10:00 pm",29.898,10478.1,0.973018,6.368,288
"Jul 1, 11:00 pm",28.754,8197.08,0.973301,5.932,295
"Jul 2, 12:00 am",24.805,10879.2,0.973459,6.417,314
"Jul 2, 01:00 am",22.177,11968.3,0.973739,6.661,338
"Jul 2, 02:00 am",21.121,14954.8,0.974133,7.005,345
"Jul 2, 03:00 am",21.268,9649.55,0.974355,6.127,359
"Jul 2, 04:00 am",20.123,4083.22,0.974298,4.984,3
"Jul 2, 05:00 am",19.791,1481.94,0.974508,4.078,0
"Jul 2, 06:00 am",18.442,0,0.975111,1.177,24
"Jul 2, 07:00 am",17.522,0,0.975448,0.501,27
"Jul 2, 08:00 am",17.107,0,0.975664,0.748,321
"Jul 2, 09:00 am",16.567,0,0.976107,1.191,278
"Jul 2, 10:00 am",15.707,0,0.976852,1.492,239
"Jul 2, 11:00 am",17.336,0,0.977287,1.606,262
"Jul 2, 12:00 pm",20.497,0,0.977766,1.82,305
"Jul 2, 01:00 pm",23.435,0,0.978013,1.428,285
"Jul 2, 02:00 pm",25.971,0,0.978391,2.526,290
"Jul 2, 03:00 pm",27.797,2534.28,0.97833,4.521,302
"Jul 2, 04:00 pm",28.563,5759.65,0.978294,5.449,302
"Jul 2, 05:00 pm",29.016,7470.21,0.978338,5.766,300
"Jul 2, 06:00 pm",29.644,7494.54,0.978178,5.774,308
"Jul 2, 07:00 pm",30.03,8733.35,0.978108,6.021,313
"Jul 2, 08:00 pm",30.166,12416.9,0.978027,6.705,314
"Jul 2, 09:00 pm",29.817,10139,0.977943,6.263,310
"Jul 2, 10:00 pm",29.367,10818.2,0.97815,6.437,309
"Jul 2, 11:00 pm",28.331,9460.03,0.978242,6.176,327
"Jul 3, 12:00 am",24.671,16919.7,0.978487,7.256,349
"Jul 3, 01:00 am",22.574,26490.2,0.978814,8.417,2
"Jul 3, 02:00 am",21.253,24883.3,0.979166,8.214,11
"Jul 3, 03:00 am",19.924,18978.2,0.9793,7.49,13
"Jul 3, 04:00 am",20.046,19350,0.979331,7.564,37
"Jul 3, 05:00 am",19.792,17247.8,0.979605,7.278,39
"Jul 3, 06:00 am",19.016,14194.2,0.979897,6.889,38
"Jul 3, 07:00 am",18.449,11218.9,0.980397,6.451,36
"Jul 3, 08:00 am",17.984,13068.1,0.98068,6.756,35
"Jul 3, 09:00 am",16.598,16851,0.981055,7.232,35
"Jul 3, 10:00 am",15.93,14141.9,0.9817,6.86,38
"Jul 3, 11:00 am",18.082,7602.66,0.982153,5.721,42
"Jul 3, 12:00 pm",20.553,0,0.982634,2.51,66
"Jul 3, 01:00 pm",22.754,0,0.982915,2.627,41
"Jul 3, 02:00 pm",24.185,0,0.983095,2.794,26
"Jul 3, 03:00 pm",25.391,0,0.983189,3.08,6
"Jul 3, 04:00 pm",26.376,0,0.983026,2.725,353
"Jul 3, 05:00 pm",27.348,783.753,0.982749,3.73,346
"Jul 3, 06:00 pm",27.937,648.665,0.982398,3.664,344
"Jul 3, 07:00 pm",28.714,1812.26,0.982126,4.24,343
"Jul 3, 08:00 pm",29.133,1850.69,0.98189,4.285,337
"Jul 3, 09:00 pm",29.326,2234.52,0.981631,4.445,335
"Jul 3, 10:00 pm",29.146,1455.88,0.981511,4.088,343
"Jul 3, 11:00 pm",28.389,1418.2,0.981382,4.059,346
"Jul 4, 12:00 am",24.499,1283,0.981337,3.98,13
"Jul 4, 01:00 am",21.809,2948.56,0.981467,4.665,35
"Jul 4, 02:00 am",21.313,4730.8,0.98153,5.151,51
"Jul 4, 03:00 am",21.105,4086.32,0.981397,4.99,59
"Jul 4, 04:00 am",20.622,3904.89,0.981128,4.939,63
"Jul 4, 05:00 am",19.834,3573.04,0.981019,4.909,87
"Jul 4, 06:00 am",18.635,2750.33,0.981345,4.564,107
"Jul 4, 07:00 am",17.391,0,0.981464,3.451,124
"Jul 4, 08:00 am",16.624,848.981,0.981521,3.752,130
"Jul 4, 09:00 am",16.236,7321.91,0.981491,5.668,119
"Jul 4, 10:00 am",16.105,16510.8,0.981795,7.15,119
"Jul 4, 11:00 am",18.723,18494.8,0.981944,7.416,117
"Jul 4, 12:00 pm",20.878,4062.94,0.982192,4.978,129
"Jul 4, 01:00 pm",23.286,1360.57,0.982156,4.023,128
"Jul 4, 02:00 pm",25.395,0,0.981965,3.338,136
"Jul 4, 03:00 pm",27.149,0,0.981789,2.888,164
"Jul 4, 04:00 pm",28.525,0,0.981184,2.594,181
"Jul 4, 05:00 pm",29.63,0,0.980607,2.469,190
"Jul 4, 06:00 pm",30.699,0,0.980132,3.177,216
"Jul 4, 07:00 pm",31.473,0,0.97937,2.93,215
"Jul 4, 08:00 pm",31.875,1075.66,0.978616,3.925,209
"Jul 4, 09:00 pm",32.062,1880.52,0.977909,4.31,210
"Jul 4, 10:00 pm",31.86,3482.47,0.977297,4.913,206
"Jul 4, 11:00 pm",31.065,6462.37,0.976867,5.574,192
"Jul 5, 12:00 am",28.251,17860.8,0.976722,7.415,180
"Jul 5, 01:00 am",26.07,27140.5,0.97633,8.531,173
"Jul 5, 02:00 am",26.016,37270.1,0.975896,9.632,175
"Jul 5, 03:00 am",23.595,50334.3,0.977348,10.95,313
"Jul 5, 04:00 am",21.354,5381.2,0.977217,5.381,24
"Jul 5, 05:00 am",21.041,7171.2,0.976554,5.66,137
"Jul 5, 06:00 am",21.432,15332,0.975425,7.051,120
"Jul 5, 07:00 am",22.062,7530.99,0.976998,5.735,359
"Jul 5, 08:00 am",21.944,7080.22,0.975327,5.657,118
"Jul 5, 09:00 am",21.79,18995,0.975069,7.521,139
"Jul 5, 10:00 am",21.935,1154.08,0.975748,3.913,138
"Jul 5, 11:00 am",22.292,2140.74,0.976303,4.352,231
"Jul 5, 12:00 pm",22.255,10381.3,0.976287,6.266,231
"Jul 5, 01:00 pm",22.653,7574.72,0.976008,5.753,247
"Jul 5, 02:00 pm",23.99,11899.3,0.976096,6.603,254
"Jul 5, 03:00 pm",23.877,26194.7,0.976202,8.548,268
"Jul 5, 04:00 pm",26.219,11102.1,0.975706,6.478,248
"Jul 5, 05:00 pm",28.075,9091.22,0.974965,6.083,239
"Jul 5, 06:00 pm",30.032,14429.8,0.973883,7.072,263
"Jul 5, 07:00 pm",30.847,19750.4,0.973346,7.808,263
"Jul 5, 08:00 pm",29.813,41283.3,0.973262,10.173,262
"Jul 5, 09:00 pm",25.966,52954.8,0.974108,11.592,284
"Jul 5, 10:00 pm",25.39,12924.8,0.973701,6.793,282
"Jul 5, 11:00 pm",26.242,10520.5,0.973643,6.408,278
"Jul 6, 12:00 am",25.137,5089.54,0.973921,5.316,262
"Jul 6, 01:00 am",24.42,2373.47,0.973951,4.476,279
"Jul 6, 02:00 am",23.652,7903.34,0.973947,5.93,268
"Jul 6, 03:00 am",23.046,5823.56,0.973983,5.462,282
"Jul 6, 04:00 am",22.312,4470.78,0.973948,5.108,283
"Jul 6, 05:00 am",22.093,2748.25,0.973837,4.602,281
"Jul 6, 06:00 am",22.092,3455.06,0.973823,4.817,296
"Jul 6, 07:00 am",22.201,3266.22,0.97401,4.762,285
"Jul 6, 08:00 am",22.387,2423.93,0.97412,4.459,288
"Jul 6, 09:00 am",22.573,968.93,0.974174,3.821,318
"Jul 6, 10:00 am",22.166,631.459,0.974273,3.662,327
"Jul 6, 11:00 am",22.581,0,0.974329,3.355,349
"Jul 6, 12:00 pm",22.823,0,0.974382,2.794,357
"Jul 6, 01:00 pm",24.096,0,0.974485,2.719,6
"Jul 6, 02:00 pm",24.075,0,0.974633,2.655,9
"Jul 6, 03:00 pm",24.629,0,0.974546,2.088,19
"Jul 6, 04:00 pm",26.64,0,0.974289,3.456,353
"Jul 6, 05:00 pm",27.503,4401.86,0.973984,5.094,346
"Jul 6, 06:00 pm",28.515,4389.17,0.97349,5.122,341
"Jul 6, 07:00 pm",28.615,6628.87,0.973151,5.608,345
"Jul 6, 08:00 pm",29.221,5175.55,0.972847,5.372,334
"Jul 6, 09:00 pm",28.981,8044.39,0.972626,5.89,350
"Jul 6, 10:00 pm",28.602,9313.49,0.972657,6.107,352
"Jul 6, 11:00 pm",27.219,17787.7,0.972729,7.4,350
"Jul 7, 12:00 am",25.786,18606.7,0.973013,7.495,352
"Jul 7, 01:00 am",25.052,17479.8,0.973177,7.348,3
"Jul 7, 02:00 am",23.156,18049.8,0.973377,7.432,16
"Jul 7, 03:00 am",22.382,25501,0.973411,8.354,17
"Jul 7, 04:00 am",21.094,29510.2,0.973195,8.845,30
"Jul 7, 05:00 am",21.224,23167.2,0.973479,8.066,38
"Jul 7, 06:00 am",22.959,21692,0.973628,7.894,41
"Jul 7, 07:00 am",22.903,18022.5,0.973698,7.403,44
"Jul 7, 08:00 am",22.577,10300.9,0.973864,6.249,43
"Jul 7, 09:00 am",21.984,6540.07,0.974085,5.582,36
"Jul 7, 10:00 am",21.653,7194.36,0.97441,5.748,29
"Jul 7, 11:00 am",21.326,8969.69,0.974541,6.081,32
"Jul 7, 12:00 pm",21.355,4886.77,0.974663,5.212,36
"Jul 7, 01:00 pm",22.365,0,0.974842,3.506,29
"Jul 7, 02:00 pm",25.037,0,0.97484,2.746,41
"Jul 7, 03:00 pm",27.285,0,0.97486,3.457,43
"Jul 7, 04:00 pm",28.306,1221.97,0.97472,3.966,38
"Jul 7, 05:00 pm",29.05,2047.83,0.974574,4.342,36
"Jul 7, 06:00 pm",29.627,2254.88,0.974258,4.413,41
"Jul 7, 07:00 pm",30.072,1396.2,0.973933,4.058,46
"Jul 7, 08:00 pm",30.147,2733.8,0.97359,4.627,19
"Jul 7, 09:00 pm",30.102,653.611,0.973416,3.672,38
"Jul 7, 10:00 pm",29.949,1390.32,0.9732,4.081,21
"Jul 7, 11:00 pm",28.892,2042.53,0.973163,4.37,23
"Jul 8, 12:00 am",25.42,10082,0.973224,6.218,11
"Jul 8, 01:00 am",23.071,11839.7,0.973542,6.644,21
"Jul 8, 02:00 am",23.201,15535.1,0.973679,7.164,31
"Jul 8, 03:00 am",21.996,8669.14,0.973699,5.979,44
"Jul 8, 04:00 am",21.6,12368,0.973643,6.657,50
"Jul 8, 05:00 am",21.343,17083.9,0.973785,7.281,53
"Jul 8, 06:00 am",20.036,8821.27,0.974002,6.004,60
"Jul 8, 07:00 am",19.812,5052.19,0.974201,5.234,65
"Jul 8, 08:00 am",18.876,0,0.974457,3.37,86
"Jul 8, 09:00 am",20.357,0,0.97469,1.768,101
"Jul 8, 10:00 am",20.126,0,0.974849,0.776,101
"Jul 8, 11:00 am",19.51,0,0.975132,1.479,21
"Jul 8, 12:00 pm",22.449,0,0.975261,1.912,31
"Jul 8, 01:00 pm",25.239,0,0.975317,1.333,26
"Jul 8, 02:00 pm",27.148,0,0.975379,1.446,41
"Jul 8, 03:00 pm",28.452,0,0.975419,1.708,11
"Jul 8, 04:00 pm",29.37,0,0.975334,2.202,346
"Jul 8, 05:00 pm",30.006,0,0.97521,2.533,0
"Jul 8, 06:00 pm",30.474,0,0.974982,2.309,12
"Jul 8, 07:00 pm",29.837,0,0.974651,3.285,353
"Jul 8, 08:00 pm",30.931,0,0.974508,3.51,344
"Jul 8, 09:00 pm",31.067,0,0.97418,2.203,345
"Jul 8, 10:00 pm",30.813,0,0.974337,3.435,31
"Jul 8, 11:00 pm",29.227,3479.57,0.974721,4.876,100
"Jul 9, 12:00 am",25.584,12590.9,0.975029,6.819,92
"Jul 9, 01:00 am",23.78,3967.1,0.975169,5.042,94
"Jul 9, 02:00 am",22.999,619.631,0.975509,3.645,107
"Jul 9, 03:00 am",21.906,0,0.975709,2.858,121
"Jul 9, 04:00 am",20.639,0,0.975977,2.647,121
"Jul 9, 05:00 am",21.968,2953.37,0.976608,4.657,72
"Jul 9, 06:00 am",21.113,4309.02,0.976923,5.048,118
"Jul 9, 07:00 am",20.054,4148.98,0.977267,4.995,136
"Jul 9, 08:00 am",19.411,2993.32,0.977638,4.66,141
"Jul 9, 09:00 am",19.02,5055.86,0.977981,5.221,134
"Jul 9, 10:00 am",19.336,10972.9,0.978471,6.38,130
"Jul 9, 11:00 am",20.437,4208.84,0.978745,5.01,136
"Jul 9, 12:00 pm",22.609,0,0.97922,3.327,119
"Jul 9, 01:00 pm",24.619,0,0.979645,3.418,117
"Jul 9, 02:00 pm",26.186,0,0.980071,3.516,123
"Jul 9, 03:00 pm",27.555,0,0.980249,1.847,103
"Jul 9, 04:00 pm",28.789,0,0.980189,1.184,89
"Jul 9, 05:00 pm",29.755,0,0.979951,0.87,16
"Jul 9, 06:00 pm",30.45,0,0.979677,1.039,353
"Jul 9, 07:00 pm",30.549,1590.16,0.97951,4.148,9
"Jul 9, 08:00 pm",30.506,2158.17,0.979687,4.369,349
"Jul 9, 09:00 pm",30.267,0,0.979676,2.68,263
"Jul 9, 10:00 pm",30.177,3368.11,0.979956,4.88,86
"Jul 9, 11:00 pm",27.692,2706.39,0.980241,4.579,112
"Jul 10, 12:00 am",25.386,1826.24,0.9805,4.24,103
"Jul 10, 01:00 am",23.452,2470.6,0.980783,4.543,88
"Jul 10, 02:00 am",22.632,4881.39,0.981015,5.194,107
"Jul 10, 03:00 am",22.412,25083.8,0.981441,8.247,133
"Jul 10, 04:00 am",21.801,27741.2,0.981623,8.546,133
"Jul 10, 05:00 am",21.959,32103.8,0.982109,8.969,132
"Jul 10, 06:00 am",21.531,39219.9,0.982571,9.75,130
"Jul 10, 07:00 am",21.105,37397.4,0.983021,9.574,128
"Jul 10, 08:00 am",20.627,40016.2,0.983473,9.814,128
"Jul 10, 09:00 am",20.215,39253.5,0.983674,9.739,125
"Jul 10, 10:00 am",19.76,38107.1,0.984227,9.624,126
"Jul 10, 11:00 am",20.447,26724.5,0.984709,8.415,126
"Jul 10, 12:00 pm",22.059,9369.27,0.985162,6.08,126
"Jul 10, 01:00 pm",23.867,7852.85,0.985469,5.805,130
"Jul 10, 02:00 pm",25.547,6397,0.985536,5.541,129
"Jul 10, 03:00 pm",27.001,4208.85,0.985425,5.031,131
"Jul 10, 04:00 pm",28.249,2289.33,0.985457,4.412,134
"Jul 10, 05:00 pm",29.154,0,0.985506,3.518,130
"Jul 10, 06:00 pm",29.88,0,0.985143,3.46,128
"Jul 10, 07:00 pm",30.389,1768.32,0.984728,4.218,132
"Jul 10, 08:00 pm",30.607,1073.05,0.984613,3.883,136
"Jul 10, 09:00 pm",30.694,693.755,0.984337,3.693,144
"Jul 10, 10:00 pm",30.581,0,0.984263,3.143,140
"Jul 10, 11:00 pm",29.929,767.538,0.984165,3.754,153
"Jul 11, 12:00 am",26.617,937.936,0.98395,3.831,158
"Jul 11, 01:00 am",24.3,1643.66,0.983993,4.187,149
"Jul 11, 02:00 am",23.086,8457.8,0.984159,5.995,156
"Jul 11, 03:00 am",22.436,26787.7,0.984396,8.503,160
"Jul 11, 04:00 am",21.935,26047.1,0.984438,8.398,161
"Jul 11, 05:00 am",21.685,34441.5,0.984494,9.293,161
"Jul 11, 06:00 am",21.132,35841.7,0.984714,9.386,173
"Jul 11, 07:00 am",20.808,25331.2,0.985216,8.245,177
"Jul 11, 08:00 am",20.464,18548.3,0.9854,7.419,176
"Jul 11, 09:00 am",20.107,21690.7,0.98563,7.825,174
"Jul 11, 10:00 am",20.032,22602.3,0.985795,7.93,174
"Jul 11, 11:00 am",21.646,19232.1,0.985872,7.51,171
"Jul 11, 12:00 pm",23.953,4876.93,0.98591,5.184,174
"Jul 11, 01:00 pm",25.921,2368.01,0.986161,4.437,181
"Jul 11, 02:00 pm",27.265,5375.29,0.986099,5.324,190
"Jul 11, 03:00 pm",28.449,4697.7,0.985976,5.17,196
"Jul 11, 04:00 pm",29.442,3138.89,0.985667,4.781,204
"Jul 11, 05:00 pm",30.238,2234.92,0.985445,4.425,213
"Jul 11, 06:00 pm",30.861,1408.95,0.985047,4.1,207
"Jul 11, 07:00 pm",31.539,2394.02,0.98447,4.463,222
"Jul 11, 08:00 pm",31.981,1418.79,0.98386,4.08,215
"Jul 11, 09:00 pm",32.016,1851.81,0.983278,4.253,224
"Jul 11, 10:00 pm",27.344,5571.99,0.983546,5.393,254
"Jul 11, 11:00 pm",26.558,0,0.983342,2.099,189
"Jul 12, 12:00 am",24.958,0,0.98329,1.558,134
"Jul 12, 01:00 am",23.891,0,0.983143,2.468,130
"Jul 12, 02:00 am",23.602,1088.56,0.982624,3.914,152
"Jul 12, 03:00 am",23.407,848.092,0.982409,3.756,168
"Jul 12, 04:00 am",24.074,3486.02,0.982321,4.823,165
"Jul 12, 05:00 am",23.877,1428.91,0.982668,4.05,169
"Jul 12, 06:00 am",23.795,7550.12,0.982593,5.733,172
"Jul 12, 07:00 am",23.711,11695.4,0.982608,6.54,185
"Jul 12, 08:00 am",23.731,2165.01,0.983205,4.425,270
"Jul 12, 09:00 am",24.117,3959.59,0.983455,5.015,332
"Jul 12, 10:00 am",23.172,8378.75,0.984146,5.958,260
"Jul 12, 11:00 am",22.626,10916.8,0.983772,6.372,187
"Jul 12, 12:00 pm",23.294,4449.66,0.983381,5.079,183
"Jul 12, 01:00 pm",25.138,614.673,0.983467,3.641,186
"Jul 12, 02:00 pm",26.949,856.201,0.98356,3.798,205
"Jul 12, 03:00 pm",28.646,3439.66,0.983427,4.83,235
"Jul 12, 04:00 pm",29.403,2649.13,0.983086,4.565,255
"Jul 12, 05:00 pm",30.394,1941.76,0.982555,4.294,256
"Jul 12, 06:00 pm",31.359,4429.22,0.98207,5.193,269
"Jul 12, 07:00 pm",31.943,4953.77,0.981109,5.335,272
"Jul 12, 08:00 pm",32.214,3506.38,0.980651,4.92,264
"Jul 12, 09:00 pm",32.045,5735.62,0.980236,5.487,260
"Jul 12, 10:00 pm",31.645,7619.18,0.979824,5.885,264
"Jul 12, 11:00 pm",30.645,7005.94,0.979497,5.74,263
"Jul 13, 12:00 am",28.141,4221.49,0.979475,5.048,253
"Jul 13, 01:00 am",25.841,2914.79,0.979253,4.659,233
"Jul 13, 02:00 am",25.114,4914.99,0.979678,5.213,249
"Jul 13, 03:00 am",25.817,6322.04,0.979856,5.54,237
"Jul 13, 04:00 am",24.336,29800,0.979812,8.893,332
"Jul 13, 05:00 am",21.825,2972.38,0.979978,4.659,71
"Jul 13, 06:00 am",22.185,1661.93,0.980478,4.198,30
"Jul 13, 07:00 am",22.196,4191.96,0.980388,5.012,319
"Jul 13, 08:00 am",21.746,0,0.979836,3.321,248
"Jul 13, 09:00 am",21.308,0,0.979914,1.956,313
"Jul 13, 10:00 am",21.469,0,0.980146,2.687,279
"Jul 13, 11:00 am",21.637,0,0.979966,3.196,259
"Jul 13, 12:00 pm",22.746,0,0.979695,1.621,275
"Jul 13, 01:00 pm",24.309,0,0.979633,1.486,294
"Jul 13, 02:00 pm",25.851,0,0.979406,2.759,289
"Jul 13, 03:00 pm",27.114,0,0.979369,3.267,273
"Jul 13, 04:00 pm",27.826,734.227,0.978953,3.71,295
"Jul 13, 05:00 pm",29.262,1178.44,0.978714,3.946,300
"Jul 13, 06:00 pm",29.427,2466.87,0.978325,4.534,337
"Jul 13, 07:00 pm",30.651,2500.17,0.97781,4.515,344
"Jul 13, 08:00 pm",30.881,3802.45,0.97746,4.942,347
"Jul 13, 09:00 pm",30.877,5853.26,0.977196,5.469,358
"Jul 13, 10:00 pm",30.502,7243.3,0.977253,5.717,2
"Jul 13, 11:00 pm",29.529,7423.31,0.977366,5.746,10
"Jul 14, 12:00 am",26.545,9490.3,0.977672,6.21,25
"Jul 14, 01:00 am",25.028,11686.9,0.977972,6.649,25
"Jul 14, 02:00 am",23.95,12318.3,0.978239,6.723,31
"Jul 14, 03:00 am",23.755,12993.7,0.978332,6.764,38
"Jul 14, 04:00 am",23.126,11757.3,0.978443,6.56,48
"Jul 14, 05:00 am",22.805,9816.94,0.978713,6.164,60
"Jul 14, 06:00 am",22.444,11230.6,0.97901,6.468,68
"Jul 14, 07:00 am",20.953,5098.78,0.97932,5.316,85
"Jul 14, 08:00 am",20.023,4639.98,0.979684,5.187,84
"Jul 14, 09:00 am",19.203,2793.01,0.980077,4.583,71
"Jul 14, 10:00 am",18.495,1722.89,0.980441,4.181,63
"Jul 14, 11:00 am",20.272,1491.43,0.980735,4.08,67
"Jul 14, 12:00 pm",23.069,0,0.980951,3.152,75
"Jul 14, 01:00 pm",25.047,0,0.981308,2.951,91
"Jul 14, 02:00 pm",26.751,0,0.981393,3.404,114
"Jul 14, 03:00 pm",28.344,806.677,0.981218,3.75,120
"Jul 14, 04:00 pm",29.284,0,0.980943,3.246,119
"Jul 14, 05:00 pm",30.156,0,0.980658,3.108,113
"Jul 14, 06:00 pm",30.672,0,0.980421,3.535,89
"Jul 14, 07:00 pm",31.531,0,0.980165,2.764,116
"Jul 14, 08:00 pm",30.715,0,0.9798,3.552,129
"Jul 14, 09:00 pm",31.722,0,0.979721,1.988,135
"Jul 14, 10:00 pm",31.912,0,0.9796,3.025,115
"Jul 14, 11:00 pm",31.242,0,0.979562,3.303,118
"Jul 15, 12:00 am",27.901,1559.38,0.979641,4.136,117
"Jul 15, 01:00 am",25.921,1645.81,0.979867,4.164,110
"Jul 15, 02:00 am",25.14,3463.18,0.980105,4.822,114
"Jul 15, 03:00 am",24.54,10122.8,0.980116,6.216,115
"Jul 15, 04:00 am",23.687,8037.44,0.980098,5.858,125
"Jul 15, 05:00 am",23.441,20448.3,0.979969,7.725,130
"Jul 15, 06:00 am",23.75,23522.8,0.980162,8.091,133
"Jul 15, 07:00 am",24.048,24487.8,0.980541,8.224,143
"Jul 15, 08:00 am",23.336,32662.4,0.980613,9.148,158
"Jul 15, 09:00 am",22.489,37207.4,0.980886,9.605,163
"Jul 15, 10:00 am",21.956,26089.2,0.98144,8.363,166
"Jul 15, 11:00 am",23.492,14421.3,0.982065,6.936,165
"Jul 15, 12:00 pm",25.652,990.767,0.982244,3.835,176
"Jul 15, 01:00 pm",27.804,0,0.98235,2.878,196
"Jul 15, 02:00 pm",30.001,580.39,0.982281,3.632,217
"Jul 15, 03:00 pm",31.071,1646.04,0.982635,4.18,235
"Jul 15, 04:00 pm",31.355,1020.99,0.98255,3.897,264
"Jul 15, 05:00 pm",31.391,2728.29,0.982297,4.598,290
"Jul 15, 06:00 pm",31.938,1229.94,0.981325,3.976,242
"Jul 15, 07:00 pm",32.772,0,0.980711,3.585,240
"Jul 15, 08:00 pm",33.249,0,0.980254,3.354,240
"Jul 15, 09:00 pm",33.523,0,0.979794,3.436,246
"Jul 15, 10:00 pm",33.579,0,0.979572,2.635,254
"Jul 15, 11:00 pm",33.132,0,0.979437,2.149,266
"Jul 16, 12:00 am",30.078,0,0.979398,3.016,266
"Jul 16, 01:00 am",28.011,0,0.979876,2.875,283
"Jul 16, 02:00 am",27.127,0,0.980202,2.064,252
"Jul 16, 03:00 am",26.419,590.949,0.980513,3.635,283
"Jul 16, 04:00 am",23.5,54498.1,0.981061,11.867,346
"Jul 16, 05:00 am",23.359,15152.2,0.980735,7.016,355
"Jul 16, 06:00 am",23.077,836.662,0.981482,3.764,326
"Jul 16, 07:00 am",22.266,0,0.980907,1.441,289
"Jul 16, 08:00 am",22.704,0,0.980061,3.016,178
"Jul 16, 09:00 am",21.949,0,0.980885,2.729,267
"Jul 16, 10:00 am",20.737,0,0.981226,3.185,302
"Jul 16, 11:00 am",21.478,0,0.981504,1.496,305
"Jul 16, 12:00 pm",23.307,0,0.981783,2.079,263
"Jul 16, 01:00 pm",23.61,0,0.981628,1.647,260
"Jul 16, 02:00 pm",24.634,0,0.981625,1.778,327
"Jul 16, 03:00 pm",27.543,1887.41,0.981326,4.26,312
"Jul 16, 04:00 pm",28.912,3744.53,0.980799,4.922,310
"Jul 16, 05:00 pm",29.245,879.194,0.980463,3.79,304
"Jul 16, 06:00 pm",29.728,0,0.979742,2.909,290
"Jul 16, 07:00 pm",30.834,2243.61,0.978775,4.413,254
"Jul 16, 08:00 pm",31.505,7734.31,0.978024,5.934,270
"Jul 16, 09:00 pm",31.245,9605.25,0.977516,6.186,284
"Jul 16, 10:00 pm",25.406,23879.6,0.977912,8.158,298
"Jul 16, 11:00 pm",25.206,0,0.977592,2.398,319
"Jul 17, 12:00 am",24.525,0,0.977505,1.74,294
"Jul 17, 01:00 am",23.326,0,0.977449,2.137,257
"Jul 17, 02:00 am",23.508,4007.41,0.97759,4.976,345
"Jul 17, 03:00 am",22.883,3417.18,0.977606,4.801,40
"Jul 17, 04:00 am",22.51,0,0.977163,3.242,94
"Jul 17, 05:00 am",22.081,0,0.977071,2.2,127
"Jul 17, 06:00 am",21.608,0,0.976693,3.254,191
"Jul 17, 07:00 am",21.428,1419.79,0.976705,4.051,245
"Jul 17, 08:00 am",22.082,11199.6,0.976747,6.549,276
"Jul 17, 09:00 am",21.411,12263.6,0.97697,6.67,281
"Jul 17, 10:00 am",21.027,6411.69,0.977162,5.617,266
"Jul 17, 11:00 am",22.135,8588,0.977471,6.052,274
"Jul 17, 12:00 pm",22.515,6983.57,0.977641,5.636,293
"Jul 17, 01:00 pm",24.037,0,0.977425,2.479,294
"Jul 17, 02:00 pm",25.908,0,0.977303,3.213,275
"Jul 17, 03:00 pm",27.433,5544.05,0.977371,5.467,266
"Jul 17, 04:00 pm",28.348,7709.21,0.977132,5.897,265
"Jul 17, 05:00 pm",29.225,15123.1,0.977008,7.11,281
"Jul 17, 06:00 pm",29.452,19075.8,0.976827,7.594,293
"Jul 17, 07:00 pm",30.048,16048.7,0.976236,7.195,293
"Jul 17, 08:00 pm",30.211,22929.3,0.97579,8.099,298
"Jul 17, 09:00 pm",30.023,22130.2,0.97588,8.007,303
"Jul 17, 10:00 pm",29.28,29721.1,0.976279,8.838,303
"Jul 17, 11:00 pm",27.709,32180.4,0.976474,9.058,313
"Jul 18, 12:00 am",24.799,36190.3,0.976878,9.529,322
"Jul 18, 01:00 am",23.065,48866.8,0.977563,10.891,332
"Jul 18, 02:00 am",20.627,43747.6,0.978105,10.278,337
"Jul 18, 03:00 am",17.556,34967.5,0.97855,9.375,336
"Jul 18, 04:00 am",16.973,52083.4,0.978555,11.035,345
"Jul 18, 05:00 am",15.951,52221.3,0.978778,11.003,351
"Jul 18, 06:00 am",15.055,42727.5,0.979254,9.981,359
"Jul 18, 07:00 am",15.084,31378.2,0.97976,8.827,6
"Jul 18, 08:00 am",13.504,15112.4,0.980071,6.952,360
"Jul 18, 09:00 am",12.82,5602.21,0.980362,5.322,353
"Jul 18, 10:00 am",12.024,2351.44,0.980945,4.401,343
"Jul 18, 11:00 am",12.781,0,0.98132,2.513,349
"Jul 18, 12:00 pm",15.669,0,0.981637,1.079,333
"Jul 18, 01:00 pm",18.588,0,0.981875,1.016,294
"Jul 18, 02:00 pm",21.296,0,0.982067,1.771,300
"Jul 18, 03:00 pm",23.221,0,0.981979,3.153,312
"Jul 18, 04:00 pm",24.127,1342.47,0.981786,4.018,303
"Jul 18, 05:00 pm",24.962,3634.06,0.981542,4.874,296
"Jul 18, 06:00 pm",25.581,4163.26,0.981407,5.022,298
