,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind speed | (m/s)","Wind direction | (deg)"
"Nov 1, 01:00 am",7.743,35757.6,0.981847,9.314,332
"Nov 1, 02:00 am",7.211,36639.3,0.982219,9.289,351
"Nov 1, 03:00 am",7.451,39218.5,0.982409,9.562,356
"Nov 1, 04:00 am",7.242,36921,0.982436,9.328,3
"Nov 1, 05:00 am",6.866,26367.3,0.982728,8.224,7
"Nov 1, 06:00 am",6.199,30048.2,0.983067,8.61,12
"Nov 1, 07:00 am",5.698,42244.5,0.983339,9.926,23
"Nov 1, 08:00 am",4.973,47077.3,0.983451,10.325,32
"Nov 1, 09:00 am",4.184,41482.2,0.983671,9.778,35
"Nov 1, 10:00 am",4.078,38214,0.9839,9.469,35
"Nov 1, 11:00 am",3.797,35592.6,0.983977,9.206,31
"Nov 1, 12:00 pm",3.512,32102.2,0.984079,8.891,25
"Nov 1, 01:00 pm",5.197,20322.8,0.984301,7.584,20
"Nov 1, 02:00 pm",7.673,2841.38,0.984571,4.55,13
"Nov 1, 03:00 pm",10.029,1430.36,0.98461,4.016,10
"Nov 1, 04:00 pm",11.896,3583.22,0.984397,4.801,13
"Nov 1, 05:00 pm",13.08,5632.72,0.984381,5.326,12
"Nov 1, 06:00 pm",13.893,5533.1,0.984229,5.306,6
"Nov 1, 07:00 pm",14.449,8186.42,0.984009,5.82,360
"Nov 1, 08:00 pm",14.564,11620.4,0.983853,6.468,358
"Nov 1, 09:00 pm",14.143,13576,0.983903,6.756,4
"Nov 1, 10:00 pm",11.903,17162.2,0.984054,7.184,4
"Nov 1, 11:00 pm",8.939,31650,0.9842,8.776,6
"Nov 2, 12:00 am",8.443,45817.2,0.98443,10.145,13
"Nov 2, 01:00 am",7.782,51881.9,0.984613,10.774,16
"Nov 2, 02:00 am",7.043,52473.3,0.984689,10.916,22
"Nov 2, 03:00 am",6.325,52519.4,0.984583,10.909,31
"Nov 2, 04:00 am",5.68,46611.6,0.984263,10.214,37
"Nov 2, 05:00 am",4.885,37995.8,0.984248,9.411,40
"Nov 2, 06:00 am",4.119,32722.2,0.984422,8.833,42
"Nov 2, 07:00 am",3.461,18964.4,0.984528,7.341,48
"Nov 2, 08:00 am",3.021,13131.9,0.98461,6.626,50
"Nov 2, 09:00 am",2.573,10829.9,0.984902,6.194,51
"Nov 2, 10:00 am",2.411,7388.43,0.985235,5.613,50
"Nov 2, 11:00 am",2.158,5418.03,0.98541,5.231,51
"Nov 2, 12:00 pm",1.675,4157.67,0.985761,4.933,56
"Nov 2, 01:00 pm",3.951,2150.59,0.986035,4.3,55
"Nov 2, 02:00 pm",7.482,0,0.986202,2.131,42
"Nov 2, 03:00 pm",10.417,0,0.986183,1.189,26
"Nov 2, 04:00 pm",12.646,0,0.985802,1.206,15
"Nov 2, 05:00 pm",14.443,0,0.9855,1.797,354
"Nov 2, 06:00 pm",15.944,0,0.98521,1.994,351
"Nov 2, 07:00 pm",17.071,0,0.984967,2.215,351
"Nov 2, 08:00 pm",17.681,0,0.98477,2.573,346
"Nov 2, 09:00 pm",17.51,0,0.984742,2.828,343
"Nov 2, 10:00 pm",14.37,0,0.984973,3.288,332
"Nov 2, 11:00 pm",11.533,2893.6,0.985073,4.637,333
"Nov 3, 12:00 am",10.285,4443.54,0.985345,5.039,343
"Nov 3, 01:00 am",9.728,3958.31,0.985348,4.9,354
"Nov 3, 02:00 am",9.179,3567.09,0.98572,4.788,359
"Nov 3, 03:00 am",8.462,2375.37,0.985812,4.387,359
"Nov 3, 04:00 am",7.716,2808.28,0.985792,4.535,352
"Nov 3, 05:00 am",7.215,4094.07,0.983971,4.925,350
"Nov 3, 06:00 am",6.948,5757.21,0.986085,5.323,353
"Nov 3, 07:00 am",6.319,8510.16,0.986259,5.833,358
"Nov 3, 08:00 am",5.964,6775.94,0.986479,5.523,3
"Nov 3, 09:00 am",5.514,8385.17,0.986936,5.8,4
"Nov 3, 10:00 am",4.918,11466.6,0.987427,6.329,5
"Nov 3, 11:00 am",4.33,17308.9,0.98766,7.134,10
"Nov 3, 12:00 pm",3.889,27706.2,0.987938,8.336,14
"Nov 3, 01:00 pm",7.193,27652.6,0.988306,8.406,18
"Nov 3, 02:00 pm",10.692,7736.01,0.988655,5.746,20
"Nov 3, 03:00 pm",12.743,6090.18,0.988741,5.442,16
"Nov 3, 04:00 pm",14.636,8238.66,0.988558,5.824,13
"Nov 3, 05:00 pm",15.915,10702.9,0.98834,6.245,11
"Nov 3, 06:00 pm",16.721,9644.4,0.988216,6.077,10
"Nov 3, 07:00 pm",17.123,8642.99,0.987988,5.921,7
"Nov 3, 08:00 pm",17.083,8489.97,0.98776,5.892,4
"Nov 3, 09:00 pm",16.299,8655.01,0.987726,5.923,3
"Nov 3, 10:00 pm",13.077,16084.6,0.98782,7.053,3
"Nov 3, 11:00 pm",10.875,32534.5,0.987908,8.865,10
"Nov 4, 12:00 am",9.74,41176,0.98805,9.779,16
"Nov 4, 01:00 am",8.251,44364.8,0.988198,10.124,23
"Nov 4, 02:00 am",8.123,47893.7,0.988173,10.467,30
"Nov 4, 03:00 am",7.728,48244.1,0.988048,10.391,39
"Nov 4, 04:00 am",6.743,38219.7,0.987825,9.437,43
"Nov 4, 05:00 am",5.358,20605.6,0.987851,7.556,55
"Nov 4, 06:00 am",5.037,2912.16,0.98799,4.605,82
"Nov 4, 07:00 am",4.952,0,0.988161,2.97,126
"Nov 4, 08:00 am",4.31,0,0.988341,3.206,157
"Nov 4, 09:00 am",3.636,0,0.988618,3.321,162
"Nov 4, 10:00 am",3.138,1351.46,0.988866,3.961,136
"Nov 4, 11:00 am",3.068,2317.77,0.989024,4.35,142
"Nov 4, 12:00 pm",2.828,1460.11,0.989298,4.032,147
"Nov 4, 01:00 pm",4.973,0,0.989513,3.148,149
"Nov 4, 02:00 pm",7.962,0,0.989616,1.926,155
"Nov 4, 03:00 pm",10.971,0,0.989446,0.991,179
"Nov 4, 04:00 pm",13.636,0,0.988915,1.773,210
"Nov 4, 05:00 pm",15.932,0,0.988365,2.714,237
"Nov 4, 06:00 pm",17.587,878.267,0.988027,3.773,259
"Nov 4, 07:00 pm",18.413,2425.94,0.987709,4.479,263
"Nov 4, 08:00 pm",18.792,3839.35,0.987347,4.974,266
"Nov 4, 09:00 pm",18.555,3266.27,0.987234,4.804,273
"Nov 4, 10:00 pm",15.326,3548.87,0.987398,4.816,283
"Nov 4, 11:00 pm",12.509,10126.5,0.987672,6.154,284
"Nov 5, 12:00 am",11.455,18505.2,0.988042,7.422,278
"Nov 5, 01:00 am",10.303,17426.4,0.988347,7.279,278
"Nov 5, 02:00 am",9.525,16017.6,0.988711,7.023,293
"Nov 5, 03:00 am",8.787,27715.7,0.989036,8.385,320
"Nov 5, 04:00 am",7.756,50105,0.989069,10.626,327
"Nov 5, 05:00 am",7.218,54747.5,0.989188,11.205,335
"Nov 5, 06:00 am",7.26,58576.5,0.989637,13.144,355
"Nov 5, 07:00 am",7.661,58521.1,0.990114,12.94,4
"Nov 5, 08:00 am",7.933,58484.6,0.990456,13.072,9
"Nov 5, 09:00 am",6.4,53613.8,0.990841,10.894,15
"Nov 5, 10:00 am",3.921,32932.1,0.991344,8.924,22
"Nov 5, 11:00 am",3.129,26069.5,0.991617,8.255,28
"Nov 5, 12:00 pm",2.477,16619.9,0.991996,7.135,28
"Nov 5, 01:00 pm",4.601,8413.58,0.992404,5.854,22
"Nov 5, 02:00 pm",7.739,0,0.992633,3.481,14
"Nov 5, 03:00 pm",10.407,0,0.992648,3.48,10
"Nov 5, 04:00 pm",12.258,1626.28,0.992303,4.111,8
"Nov 5, 05:00 pm",13.553,2481.66,0.992036,4.435,3
"Nov 5, 06:00 pm",14.558,3358.32,0.9917,4.74,359
"Nov 5, 07:00 pm",15.243,1724.94,0.99136,4.164,360
"Nov 5, 08:00 pm",15.547,0,0.990972,3.545,357
"Nov 5, 09:00 pm",15.217,0,0.990721,3.399,349
"Nov 5, 10:00 pm",11.921,2183.7,0.990577,4.318,349
"Nov 5, 11:00 pm",9.039,4589.17,0.990575,5.05,357
"Nov 6, 12:00 am",7.983,4783.18,0.990635,5.091,13
"Nov 6, 01:00 am",7.282,3806.29,0.990707,4.883,21
"Nov 6, 02:00 am",6.342,2017.63,0.990866,4.29,24
"Nov 6, 03:00 am",5.943,747.542,0.990758,3.71,26
"Nov 6, 04:00 am",5.262,1065.13,0.990434,3.845,34
"Nov 6, 05:00 am",5.094,1420.36,0.99038,4.004,37
"Nov 6, 06:00 am",4.408,1308.49,0.990475,3.943,44
"Nov 6, 07:00 am",3.45,1599.08,0.990638,4.083,63
"Nov 6, 08:00 am",2.901,0,0.990548,3.425,79
"Nov 6, 09:00 am",2.796,0,0.990509,2.761,77
"Nov 6, 10:00 am",2.428,0,0.990576,2.405,90
"Nov 6, 11:00 am",1.86,0,0.990464,2.559,100
"Nov 6, 12:00 pm",1.122,0,0.990605,2.856,122
"Nov 6, 01:00 pm",3.299,0,0.990601,2.235,121
"Nov 6, 02:00 pm",6.514,0,0.990653,2.06,114
"Nov 6, 03:00 pm",9.64,0,0.990419,1.755,116
"Nov 6, 04:00 pm",12.366,0,0.98981,1.925,112
"Nov 6, 05:00 pm",14.503,0,0.989373,2.348,130
"Nov 6, 06:00 pm",16.058,0,0.988891,2.575,137
"Nov 6, 07:00 pm",17.106,0,0.988387,2.903,137
"Nov 6, 08:00 pm",17.638,0,0.9878,2.849,139
"Nov 6, 09:00 pm",17.325,0,0.987291,3.413,136
"Nov 6, 10:00 pm",13.56,1672.77,0.986957,4.14,136
"Nov 6, 11:00 pm",10.959,8531.96,0.986874,5.873,165
"Nov 7, 12:00 am",9.6,15539.1,0.986942,7.012,161
"Nov 7, 01:00 am",8.538,26786.9,0.987049,8.361,159
"Nov 7, 02:00 am",8.003,25020.7,0.98689,8.136,162
"Nov 7, 03:00 am",7.74,27629.5,0.98661,8.421,161
"Nov 7, 04:00 am",8.001,32552.1,0.9863,8.898,162
"Nov 7, 05:00 am",8.276,35360.2,0.986295,9.12,169
"Nov 7, 06:00 am",7.374,34840.9,0.986497,9.046,174
"Nov 7, 07:00 am",6.804,25756.5,0.986579,8.149,173
"Nov 7, 08:00 am",6.165,24001.3,0.986744,7.956,172
"Nov 7, 09:00 am",5.676,21087.3,0.986824,7.607,174
"Nov 7, 10:00 am",5.699,20042.3,0.987203,7.471,172
"Nov 7, 11:00 am",5.26,22200.3,0.987424,7.744,170
"Nov 7, 12:00 pm",4.946,21921.4,0.987607,7.706,174
"Nov 7, 01:00 pm",7.397,18477.8,0.987676,7.302,177
"Nov 7, 02:00 pm",10.426,8228.8,0.987881,5.791,170
"Nov 7, 03:00 pm",13.153,1670.54,0.987484,4.136,170
"Nov 7, 04:00 pm",15.788,2523.48,0.986988,4.463,181
"Nov 7, 05:00 pm",17.915,6972.34,0.986582,5.597,190
"Nov 7, 06:00 pm",19.093,7263.58,0.986057,5.665,195
"Nov 7, 07:00 pm",19.892,8559.74,0.985608,5.951,197
"Nov 7, 08:00 pm",20.07,8560.66,0.985221,5.946,196
"Nov 7, 09:00 pm",19.203,8524.06,0.985069,5.928,195
"Nov 7, 10:00 pm",15.174,16343.1,0.98533,7.12,195
"Nov 7, 11:00 pm",12.435,23888.9,0.985633,8.039,196
"Nov 8, 12:00 am",11.101,20290.9,0.985806,7.557,190
"Nov 8, 01:00 am",9.92,21585.2,0.986089,7.718,191
"Nov 8, 02:00 am",9.369,23750.1,0.986361,7.961,190
"Nov 8, 03:00 am",8.897,20564.9,0.986381,7.575,192
"Nov 8, 04:00 am",8.22,18227.9,0.986375,7.281,192
"Nov 8, 05:00 am",7.893,13773.5,0.986599,6.741,193
"Nov 8, 06:00 am",7.515,11435.3,0.986802,6.363,195
"Nov 8, 07:00 am",7.225,5958.95,0.987059,5.382,195
"Nov 8, 08:00 am",6.935,3233.52,0.987251,4.679,193
"Nov 8, 09:00 am",6.496,834.635,0.987411,3.727,180
"Nov 8, 10:00 am",6.18,620.573,0.987896,3.622,173
"Nov 8, 11:00 am",5.84,0,0.988126,3.554,163
"Nov 8, 12:00 pm",5.549,0,0.988289,3.596,150
"Nov 8, 01:00 pm",8.072,1328.76,0.988518,3.962,139
"Nov 8, 02:00 pm",11.309,1293.82,0.98875,3.953,134
"Nov 8, 03:00 pm",14.356,0,0.988618,3.026,119
"Nov 8, 04:00 pm",16.824,0,0.988399,2.816,122
"Nov 8, 05:00 pm",18.827,0,0.988079,2.791,121
"Nov 8, 06:00 pm",20.152,0,0.987646,2.767,121
"Nov 8, 07:00 pm",21.036,0,0.987192,3.127,121
"Nov 8, 08:00 pm",21.45,0,0.986778,3.438,119
"Nov 8, 09:00 pm",20.785,1000.62,0.986573,3.833,117
"Nov 8, 10:00 pm",16.875,3442.56,0.986594,4.781,116
"Nov 8, 11:00 pm",14.976,4908.2,0.986848,5.165,122
"Nov 9, 12:00 am",14.411,4557.19,0.987039,5.075,127
"Nov 9, 01:00 am",14.462,12222.8,0.987263,6.567,127
"Nov 9, 02:00 am",14.227,18408.5,0.98755,7.36,127
"Nov 9, 03:00 am",13.81,19305.3,0.987777,7.466,126
"Nov 9, 04:00 am",13.525,21458.4,0.987637,7.748,123
"Nov 9, 05:00 am",13.52,28859.1,0.987789,8.57,123
"Nov 9, 06:00 am",12.975,27583.8,0.988333,8.417,130
"Nov 9, 07:00 am",13.804,29125.1,0.988478,8.592,130
"Nov 9, 08:00 am",13.569,30375.9,0.988649,8.711,127
"Nov 9, 09:00 am",13.248,27692.6,0.988744,8.437,121
"Nov 9, 10:00 am",13.233,31779.2,0.989015,8.836,120
"Nov 9, 11:00 am",13.111,29415.3,0.989224,8.613,118
"Nov 9, 12:00 pm",13.106,33609,0.989276,9.001,118
"Nov 9, 01:00 pm",13.612,34256.3,0.98927,9.067,113
"Nov 9, 02:00 pm",14.937,23321.6,0.989457,7.967,112
"Nov 9, 03:00 pm",16.817,8371.19,0.989284,5.874,106
"Nov 9, 04:00 pm",18.675,6344.24,0.988759,5.5,113
"Nov 9, 05:00 pm",19.97,9607.77,0.988327,6.097,115
"Nov 9, 06:00 pm",21.06,11545.7,0.987999,6.503,120
"Nov 9, 07:00 pm",21.266,10823.8,0.987756,6.336,117
"Nov 9, 08:00 pm",21.222,10564.7,0.987298,6.275,107
"Nov 9, 09:00 pm",20.306,11589.9,0.987211,6.54,101
"Nov 9, 10:00 pm",18.996,20292.8,0.987309,7.758,94
"Nov 9, 11:00 pm",18.334,27608.6,0.98737,8.617,88
"Nov 10, 12:00 am",17.444,27401.7,0.987549,8.569,85
"Nov 10, 01:00 am",16.785,27363.9,0.98767,8.563,86
"Nov 10, 02:00 am",16.92,28316.2,0.987729,8.675,87
"Nov 10, 03:00 am",16.834,27409.3,0.98753,8.531,98
"Nov 10, 04:00 am",16.963,31036.8,0.986672,8.915,97
"Nov 10, 05:00 am",16.301,23387.8,0.986804,8.001,124
"Nov 10, 06:00 am",15.499,40199.3,0.986433,9.757,120
"Nov 10, 07:00 am",15.2,26009.2,0.986082,8.27,115
"Nov 10, 08:00 am",15.301,23365.7,0.985981,7.988,109
"Nov 10, 09:00 am",15.582,20462.9,0.985892,7.751,86
"Nov 10, 10:00 am",15.704,27781.3,0.985856,8.487,73
"Nov 10, 11:00 am",15.441,27648.7,0.98566,8.461,69
"Nov 10, 12:00 pm",15.44,37121.8,0.98536,9.463,62
"Nov 10, 01:00 pm",15.364,43633.1,0.985275,10.055,58
"Nov 10, 02:00 pm",15.431,46581.3,0.984845,10.364,50
"Nov 10, 03:00 pm",15.634,55275.9,0.984055,11.506,45
"Nov 10, 04:00 pm",15.592,56494.3,0.983137,12.16,42
"Nov 10, 05:00 pm",15.63,56457.8,0.982313,13.097,41
"Nov 10, 06:00 pm",15.447,56463,0.981781,13.256,43
"Nov 10, 07:00 pm",15.002,56524.5,0.981336,13.121,42
"Nov 10, 08:00 pm",14.85,56524.9,0.980825,12.361,39
"Nov 10, 09:00 pm",14.834,49343.4,0.980705,10.659,37
"Nov 10, 10:00 pm",14.721,41454.2,0.98086,9.974,31
"Nov 10, 11:00 pm",14.711,40738.5,0.980765,9.898,21
"Nov 11, 12:00 am",14.596,52323.8,0.980431,11.113,23
"Nov 11, 01:00 am",14.356,55170.2,0.980302,11.57,22
"Nov 11, 02:00 am",13.893,56615.2,0.980214,12.312,26
"Nov 11, 03:00 am",13.663,54345.3,0.979854,11.422,25
"Nov 11, 04:00 am",13.345,54578.9,0.979436,11.421,22
"Nov 11, 05:00 am",13.006,55261.2,0.979333,11.543,22
"Nov 11, 06:00 am",12.776,56142.9,0.97937,11.81,19
"Nov 11, 07:00 am",12.39,56843.6,0.979348,12.148,18
"Nov 11, 08:00 am",12.071,56778.3,0.979538,12.044,19
"Nov 11, 09:00 am",11.69,56803.2,0.97986,11.981,18
"Nov 11, 10:00 am",11.256,56898.7,0.980229,11.974,18
"Nov 11, 11:00 am",10.683,55383.5,0.980434,11.345,15
"Nov 11, 12:00 pm",10.179,54384.3,0.980758,11.159,14
"Nov 11, 01:00 pm",10.839,52694.7,0.981057,10.962,16
"Nov 11, 02:00 pm",12.278,38043.5,0.981315,9.546,16
"Nov 11, 03:00 pm",13.556,39999.4,0.981336,9.736,15
"Nov 11, 04:00 pm",14.81,41430.6,0.981208,9.891,16
"Nov 11, 05:00 pm",15.889,42419.7,0.981095,9.976,15
"Nov 11, 06:00 pm",16.621,45475.1,0.98094,10.281,14
"Nov 11, 07:00 pm",16.913,51249.8,0.980772,10.883,11
"Nov 11, 08:00 pm",16.897,50688.1,0.9807,10.812,8
"Nov 11, 09:00 pm",16.277,46953.5,0.980897,10.416,6
"Nov 11, 10:00 pm",14.368,41588.6,0.981326,9.871,1
"Nov 11, 11:00 pm",12.674,55813.6,0.981535,11.554,1
"Nov 12, 12:00 am",11.97,57152.6,0.981799,12.235,10
"Nov 12, 01:00 am",10.91,57138.2,0.98189,11.974,14
"Nov 12, 02:00 am",10.169,57503.9,0.981837,12.228,18
"Nov 12, 03:00 am",9.4,57663,0.981638,12.403,22
"Nov 12, 04:00 am",8.336,55810.2,0.981267,11.451,22
"Nov 12, 05:00 am",7.556,51125.6,0.981176,10.806,23
"Nov 12, 06:00 am",6.827,47171.3,0.981184,10.401,23
"Nov 12, 07:00 am",6.049,41196.5,0.981251,9.836,22
"Nov 12, 08:00 am",5.105,39777.9,0.981208,9.631,17
"Nov 12, 09:00 am",5.071,48601.1,0.981309,10.415,15
"Nov 12, 10:00 am",4.896,54419.1,0.981448,11.011,13
"Nov 12, 11:00 am",4.453,54089.7,0.981384,10.951,12
"Nov 12, 12:00 pm",3.92,49421.1,0.981475,10.454,13
"Nov 12, 01:00 pm",4.736,30689.9,0.981595,8.723,19
"Nov 12, 02:00 pm",7.12,7246.26,0.981599,5.654,20
"Nov 12, 03:00 pm",9.262,3470.61,0.981364,4.759,11
"Nov 12, 04:00 pm",11.341,3925.88,0.980818,4.901,8
"Nov 12, 05:00 pm",12.864,5331.97,0.980413,5.256,7
"Nov 12, 06:00 pm",13.92,7909.08,0.979937,5.76,7
"Nov 12, 07:00 pm",14.547,11295.1,0.979414,6.402,7
"Nov 12, 08:00 pm",14.645,12246.3,0.979027,6.571,9
"Nov 12, 09:00 pm",14.052,13657.4,0.978858,6.771,7
"Nov 12, 10:00 pm",11.078,21960.9,0.978928,7.799,3
"Nov 12, 11:00 pm",9.441,45091.3,0.97893,10.103,7
"Nov 13, 12:00 am",8.591,52745.4,0.978839,10.897,12
"Nov 13, 01:00 am",8.133,54622,0.978739,11.266,22
"Nov 13, 02:00 am",7.083,52663.2,0.978639,10.981,31
"Nov 13, 03:00 am",5.645,50550.5,0.97852,10.619,38
"Nov 13, 04:00 am",5.1,48314.7,0.978166,10.389,42
"Nov 13, 05:00 am",4.78,37508.8,0.978099,9.38,48
"Nov 13, 06:00 am",4.865,29276.3,0.978097,8.552,54
"Nov 13, 07:00 am",3.425,11539.5,0.978141,6.372,58
"Nov 13, 08:00 am",3.026,3589.3,0.977971,4.782,66
"Nov 13, 09:00 am",3.115,0,0.977966,3.514,80
"Nov 13, 10:00 am",3.024,0,0.978152,2.582,90
"Nov 13, 11:00 am",2.883,0,0.978213,1.807,107
"Nov 13, 12:00 pm",2.551,0,0.978368,1.121,129
"Nov 13, 01:00 pm",3.659,0,0.978641,0.603,188
"Nov 13, 02:00 pm",6.412,0,0.978684,0.386,239
"Nov 13, 03:00 pm",9.294,0,0.978421,0.776,284
"Nov 13, 04:00 pm",11.912,0,0.977864,1.414,290
"Nov 13, 05:00 pm",14.127,0,0.977483,1.624,292
"Nov 13, 06:00 pm",15.783,0,0.977065,1.948,287
"Nov 13, 07:00 pm",16.832,0,0.976699,1.921,288
"Nov 13, 08:00 pm",17.316,0,0.976364,1.97,283
"Nov 13, 09:00 pm",16.933,0,0.97619,2.105,272
"Nov 13, 10:00 pm",13.37,0,0.976265,2.613,272
"Nov 13, 11:00 pm",10.919,0,0.97625,2.343,292
"Nov 14, 12:00 am",9.955,0,0.976425,1.718,300
"Nov 14, 01:00 am",9.314,0,0.976514,1.328,286
"Nov 14, 02:00 am",8.729,0,0.976526,1.098,274
"Nov 14, 03:00 am",8.034,0,0.976605,1.117,264
"Nov 14, 04:00 am",7.166,0,0.976484,0.797,247
"Nov 14, 05:00 am",6.533,0,0.976618,0.943,214
"Nov 14, 06:00 am",5.861,0,0.976913,1.117,206
"Nov 14, 07:00 am",5.294,0,0.977229,1.276,209
"Nov 14, 08:00 am",4.817,0,0.977502,1.358,218
"Nov 14, 09:00 am",4.359,0,0.977717,1.43,224
"Nov 14, 10:00 am",3.771,0,0.978087,1.601,221
"Nov 14, 11:00 am",3.275,0,0.978456,1.385,214
"Nov 14, 12:00 pm",2.766,0,0.978758,1.402,212
"Nov 14, 01:00 pm",4.231,0,0.979133,1.364,205
"Nov 14, 02:00 pm",7.254,0,0.979516,1.233,205
"Nov 14, 03:00 pm",9.957,0,0.979477,0.644,204
"Nov 14, 04:00 pm",12.583,0,0.979129,0.812,213
"Nov 14, 05:00 pm",14.811,0,0.978876,1.232,234
"Nov 14, 06:00 pm",16.37,0,0.978705,1.465,239
"Nov 14, 07:00 pm",17.335,0,0.978556,1.839,236
"Nov 14, 08:00 pm",17.753,0,0.978395,1.733,231
"Nov 14, 09:00 pm",17.341,0,0.978357,1.154,224
"Nov 14, 10:00 pm",13.806,0,0.978293,0.371,196
"Nov 14, 11:00 pm",11.958,0,0.978342,0.517,133
"Nov 15, 12:00 am",11.302,0,0.978455,1.144,146
"Nov 15, 01:00 am",10.501,0,0.978703,1.931,175
"Nov 15, 02:00 am",9.562,0,0.978842,2.551,196
"Nov 15, 03:00 am",8.849,0,0.978925,2.793,213
"Nov 15, 04:00 am",8.088,0,0.9789,2.529,225
"Nov 15, 05:00 am",7.052,0,0.979038,2.226,230
"Nov 15, 06:00 am",6.284,0,0.979324,1.817,230
"Nov 15, 07:00 am",5.766,0,0.97981,1.579,205
"Nov 15, 08:00 am",5.405,0,0.980154,1.571,214
"Nov 15, 09:00 am",5.008,0,0.980389,1.147,213
"Nov 15, 10:00 am",4.612,0,0.980805,0.663,190
"Nov 15, 11:00 am",4.213,0,0.980958,0.809,167
"Nov 15, 12:00 pm",3.982,0,0.981236,1.108,146
"Nov 15, 01:00 pm",5.544,0,0.981409,1.348,147
"Nov 15, 02:00 pm",8.889,0,0.98159,1.457,141
"Nov 15, 03:00 pm",11.436,0,0.981369,1.294,132
"Nov 15, 04:00 pm",13.941,0,0.980982,1.144,127
"Nov 15, 05:00 pm",16.254,0,0.980626,0.907,138
"Nov 15, 06:00 pm",17.998,0,0.980363,0.819,155
"Nov 15, 07:00 pm",19.057,0,0.980119,0.845,172
"Nov 15, 08:00 pm",19.533,0,0.97989,1.018,182
"Nov 15, 09:00 pm",19.245,0,0.979832,1.097,193
"Nov 15, 10:00 pm",15.865,0,0.97999,0.938,188
"Nov 15, 11:00 pm",13.648,0,0.980092,0.56,248
"Nov 16, 12:00 am",12.838,0,0.980172,0.513,277
"Nov 16, 01:00 am",11.995,0,0.980375,0.824,146
"Nov 16, 02:00 am",10.761,0,0.980454,2.047,154
"Nov 16, 03:00 am",10.429,0,0.980309,2.044,170
"Nov 16, 04:00 am",9.701,0,0.980153,2.264,199
"Nov 16, 05:00 am",9.278,0,0.980117,2.631,210
"Nov 16, 06:00 am",8.819,0,0.980119,2.39,216
"Nov 16, 07:00 am",8.106,0,0.98019,2.146,185
"Nov 16, 08:00 am",7.684,0,0.980226,2.247,171
"Nov 16, 09:00 am",7.303,0,0.980262,2.497,157
"Nov 16, 10:00 am",6.944,0,0.980266,2.889,149
"Nov 16, 11:00 am",6.508,0,0.980286,3.214,152
"Nov 16, 12:00 pm",6.231,0,0.980288,3.442,156
"Nov 16, 01:00 pm",7.577,945.395,0.980281,3.813,155
"Nov 16, 02:00 pm",10.149,370.273,0.980234,3.647,153
"Nov 16, 03:00 pm",12.968,0,0.979866,2.569,146
"Nov 16, 04:00 pm",15.284,0,0.979541,1.491,181
"Nov 16, 05:00 pm",17.073,0,0.979074,2.331,177
"Nov 16, 06:00 pm",18.256,0,0.978787,2.528,187
"Nov 16, 07:00 pm",19.108,0,0.978522,2.78,216
"Nov 16, 08:00 pm",18.867,0,0.978026,2.328,202
"Nov 16, 09:00 pm",17.625,0,0.977586,1.945,182
"Nov 16, 10:00 pm",16.712,2195.26,0.977744,4.348,187
"Nov 16, 11:00 pm",16.042,5828.47,0.977727,5.4,185
"Nov 17, 12:00 am",15.877,14293.2,0.977864,6.869,180
"Nov 17, 01:00 am",15.393,21712.4,0.977686,7.805,172
"Nov 17, 02:00 am",14.755,16285.9,0.977579,7.141,163
"Nov 17, 03:00 am",14.348,18642.7,0.977361,7.405,167
"Nov 17, 04:00 am",14.013,18241.5,0.976821,7.439,157
"Nov 17, 05:00 am",14.379,14543.9,0.976541,6.975,150
"Nov 17, 06:00 am",14.36,18513.3,0.976424,7.485,151
"Nov 17, 07:00 am",14.432,20233.6,0.976309,7.719,153
"Nov 17, 08:00 am",14.141,15666.8,0.976212,7.127,152
"Nov 17, 09:00 am",13.953,8451.48,0.976309,5.881,169
"Nov 17, 10:00 am",13.811,8378.75,0.97647,5.945,209
"Nov 17, 11:00 am",12.829,3395.08,0.976755,4.836,272
"Nov 17, 12:00 pm",12.021,3793.48,0.976961,4.952,272
"Nov 17, 01:00 pm",11.449,2647.02,0.977169,4.563,265
"Nov 17, 02:00 pm",10.303,4093.65,0.977625,4.953,253
"Nov 17, 03:00 pm",9.961,4006.41,0.977755,4.929,245
"Nov 17, 04:00 pm",9.436,4532.49,0.977642,5.062,239
"Nov 17, 05:00 pm",9.117,3933.75,0.977861,4.91,233
"Nov 17, 06:00 pm",9.314,4171.26,0.978056,4.967,219
"Nov 17, 07:00 pm",9.72,1591.5,0.978022,4.141,205
"Nov 17, 08:00 pm",11.304,1498.52,0.977993,4.06,220
"Nov 17, 09:00 pm",10.96,3865.38,0.978205,4.909,258
"Nov 17, 10:00 pm",8.965,11775.8,0.978924,6.474,287
"Nov 17, 11:00 pm",6.81,16562.2,0.979482,7.095,300
"Nov 18, 12:00 am",5.585,22264.8,0.979831,7.793,304
"Nov 18, 01:00 am",4.438,13766.7,0.980191,6.731,311
"Nov 18, 02:00 am",3.806,9652.31,0.980437,6.036,297
"Nov 18, 03:00 am",3.318,1494.54,0.980217,4.066,278
"Nov 18, 04:00 am",3.025,0,0.9801,2.821,268
"Nov 18, 05:00 am",2.662,0,0.980243,2.86,262
"Nov 18, 06:00 am",2.143,0,0.980275,2.551,251
"Nov 18, 07:00 am",1.515,0,0.980365,1.817,247
"Nov 18, 08:00 am",1.347,0,0.980572,0.974,226
