Hours since 00:00 Jan 1,Dry bulb temp (C),Wet bulb temp (C),Dew point temp (C),Relative humidity (%),Wind direction (deg),Wind speed (m/s)
3855.5,28.9,13.9,13.9272,40,0,0
3856.5,28.9,13.3,13.1385,38,170,1
3857.5,28.3,13.9,13.7724,41,160,1.5
3858.5,26.7,15,15.0863,49,0,0
3859.5,25,15,15.0347,54,0,0
3860.5,22.8,15,14.8778,61,180,2.1
3861.5,22.2,16.7,16.6843,71,190,3.1
3862.5,21.7,17.8,17.8931,79,180,1.5
3863.5,20.6,17.2,17.2202,81,0,0
3864.5,20,16.7,16.6358,81,0,0
3865.5,18.9,16.1,16.1338,84,0,0
3866.5,18.9,16.1,16.1338,84,0,0
3867.5,18.9,16.1,16.1338,84,0,0
3868.5,19.4,16.1,16.0513,81,250,2.1
3869.5,20.6,18.9,18.899,90,270,3.6
3870.5,21.1,17.2,17.1089,78,270,1.5
3871.5,23.3,17.8,17.738,71,250,2.1
3872.5,25.6,17.2,17.2473,60,270,3.6
3873.5,28.3,17.8,17.7901,53,270,4.1
3874.5,28.3,17.8,17.7901,53,260,3.6
3875.5,30.6,17.8,17.6416,46,260,3.1
3876.5,30.6,15.6,15.441,40,260,1.5
3877.5,31.1,16.1,15.8861,40,200,2.6
3878.5,31.7,16.1,16.0224,39,230,1.5
3879.5,30,16.7,16.7509,45,160,3.6
3880.5,30,15.6,15.6675,42,200,2.1
3881.5,28.9,16.1,16.1013,46,200,3.1
3882.5,28.3,15.6,15.5575,46,200,2.1
3883.5,26.1,16.1,16.0527,54,190,1
3884.5,24.4,17.2,17.1389,64,0,0
3885.5,23.9,17.2,17.1521,66,190,4.1
3886.5,23.3,16.7,16.5827,66,190,2.6
3887.5,22.8,17.8,17.6997,73,190,2.1
3888.5,21.7,17.8,17.8931,79,200,1.5
3889.5,20.6,19.4,19.426,93,210,2.1
3890.5,20.6,19.4,19.426,93,210,2.1
3891.5,20,18.9,18.8314,93,200,2.1
3892.5,20.6,19.4,19.426,93,210,1.5
3893.5,20.6,19.4,19.426,93,190,2.1
3894.5,22.2,18.3,18.3785,79,200,2.6
3895.5,23.3,18.3,18.3975,74,250,4.6
3896.5,26.1,19.4,19.4817,67,250,5.7
3897.5,27.8,19.4,19.3094,60,250,6.2
3898.5,29.4,20,19.9761,57,230,6.2
3899.5,27.2,20.6,20.5271,67,250,6.2
3900.5,28.3,20.6,20.5682,63,230,5.1
3901.5,31.1,18.9,18.7745,48,260,4.1
3902.5,32.2,18.3,18.3783,44,280,6.2
3903.5,31.7,19.4,19.3207,48,270,5.1
3904.5,30,20,19.9556,55,260,3.1
3905.5,29.4,20,19.9761,57,280,3.1
3906.5,28.3,19.4,19.5068,59,280,2.1
3907.5,27.8,19.4,19.3094,60,280,1.5
3908.5,27.2,18.9,19.0122,61,260,1.5
3909.5,26.7,18.3,18.2785,60,260,2.6
3910.5,25.6,18.9,19.0065,67,260,1
3911.5,25,19.4,19.3661,71,260,2.1
3912.5,24.4,19.4,19.4565,74,260,2.1
3913.5,24.4,19.4,19.4565,74,0,0
3914.5,22.8,20.6,20.5182,87,0,0
3915.5,21.1,20,19.9214,93,230,1
3916.5,21.7,19.4,19.4373,87,220,1
3917.5,22.8,19.4,19.3628,81,0,0
3918.5,25,20,20.034,74,250,2.6
3919.5,27.8,20,20.0968,63,310,2.6
3920.5,28.9,21.7,21.6448,65,310,2.1
3921.5,30.6,22.2,22.204,61,290,2.1
3922.5,31.7,20.6,20.6152,52,30,1.5
3923.5,32.8,21.1,20.9854,50,160,1.5
3924.5,32.8,22.8,22.846,56,330,1.5
3925.5,33.3,21.1,21.1126,49,50,3.1
3926.5,33.3,20,20.0858,46,0,0
3927.5,32.8,20,19.9808,47,340,1.5
3928.5,32.2,20,20.1091,49,80,2.1
3929.5,30,22.2,22.1705,63,160,3.1
3930.5,28.9,21.7,21.6448,65,200,4.1
3931.5,27.2,22.8,22.8066,77,210,2.6
3932.5,27.2,21.7,21.7014,72,220,2.6
3933.5,26.7,22.2,22.1079,76,0,0
3934.5,25.6,21.7,21.6786,79,190,1
3935.5,25,21.7,21.7058,82,0,0
3936.5,24.4,22.2,22.2782,88,0,0
3937.5,24.4,22.2,22.2782,88,170,1
3938.5,23.9,22.2,22.1554,90,0,0
3939.5,23.3,22.8,22.7956,97,0,0
3940.5,23.3,21.7,21.7444,91,0,0
3941.5,22.8,22.2,22.127,96,0,0
3942.5,23.9,22.8,22.8726,94,210,0.5
3943.5,26.7,23.9,23.9612,85,200,1.5
3944.5,30,23.3,23.1871,67,190,2.6
3945.5,30.6,22.8,22.7359,63,220,3.1
3946.5,31.1,22.8,22.6731,61,140,2.6
3947.5,32.2,22.8,22.8684,58,140,2.1
3948.5,30.6,22.2,22.204,61,190,2.1
3949.5,23.9,20,20.0287,79,240,6.2
3950.5,23.3,21.1,21.0095,87,210,1
3951.5,23.3,21.1,21.0095,87,150,2.1
3952.5,22.8,21.7,21.7812,94,200,2.1
3953.5,22.8,21.1,21.07,90,230,2.1
3954.5,22.8,21.7,21.7812,94,0,0
3955.5,22.8,21.7,21.7812,94,240,1
3956.5,22.2,21.7,21.6998,97,230,1
3957.5,22.2,22.2,22.2,100,0,0
3958.5,22.8,21.7,21.7812,94,0,0
3959.5,22.2,20.6,20.6574,91,0,0
3960.5,22.8,21.1,21.07,90,0,0
3961.5,22.8,21.7,21.7812,94,0,0
3962.5,22.2,21.7,21.6998,97,220,1.5
3963.5,22.2,21.7,21.6998,97,0,0
3964.5,22.2,21.1,21.0114,93,0,0
3965.5,22.8,20.6,20.5182,87,200,1.5
3966.5,22.8,21.1,21.07,90,290,0.5
3967.5,23.3,21.1,21.0095,87,230,1
3968.5,24.4,21.1,21.1208,82,250,1
3969.5,24.4,21.1,21.1208,82,210,1
3970.5,26.1,20.6,20.6465,72,230,1
3971.5,27.2,20.6,20.5271,67,200,0.5
3972.5,28.9,20.6,20.6084,61,160,0.5
3973.5,29.4,20.6,20.5351,59,200,1.5
3974.5,28.9,21.1,21.1338,63,230,0.5
3975.5,29.4,20.6,20.5351,59,190,0.5
3976.5,28.3,21.7,21.5723,67,230,2.6
3977.5,28.3,21.7,21.5723,67,200,1.5
3978.5,27.2,22.2,22.1513,74,200,2.1
3979.5,26.7,22.8,22.746,79,0,0
3980.5,26.1,22.8,22.7784,82,180,2.1
3981.5,25.6,22.8,22.8838,85,180,2.6
3982.5,24.4,22.2,22.2782,88,190,2.6
3983.5,24.4,22.8,22.8313,91,200,2.6
3984.5,23.9,22.2,22.1554,90,210,1.5
3985.5,23.9,22.8,22.8726,94,190,0.5
3986.5,23.3,22.2,22.2773,94,190,0.5
3987.5,23.3,22.8,22.7956,97,0,0
3988.5,23.3,23.3,23.3,100,0,0
3989.5,23.9,22.2,22.1554,90,170,1
3990.5,25,22.8,22.8685,88,230,1
3991.5,27.8,23.3,23.3868,77,250,1.5
3992.5,29.4,23.3,23.3423,70,230,0.5
3993.5,31.7,24.4,24.2937,65,190,1
3994.5,31.7,24.4,24.2937,65,230,2.1
3995.5,31.7,23.3,23.2361,61,220,2.6
3996.5,32.8,24.4,24.2679,61,230,2.6
3997.5,33.3,24.4,24.4598,60,240,4.1
3998.5,31.7,23.9,23.7722,63,260,3.1
3999.5,32.2,24.4,24.5067,64,200,4.1
4000.5,26.7,22.8,22.746,79,0,0
4001.5,28.3,23.3,23.2097,74,0,0
4002.5,27.8,23.9,23.8133,79,230,1.5
4003.5,27.2,23.9,23.8508,82,270,2.1
4004.5,26.7,23.3,23.3633,82,270,1
4005.5,26.1,22.8,22.7784,82,0,0
4006.5,26.1,21.1,21.0928,74,0,0
4007.5,25,20.6,20.6787,77,250,1
4008.5,24.4,21.1,21.1208,82,0,0
4009.5,23.9,21.1,21.0255,84,200,0.5
4010.5,23.3,21.1,21.0095,87,0,0
4011.5,23.3,22.2,22.2773,94,270,1.5
4012.5,23.9,22.2,22.1554,90,230,0.5
4013.5,23.9,21.7,21.7863,88,240,2.6
4014.5,25,21.7,21.7058,82,240,2.1
4015.5,26.1,21.7,21.7427,77,230,2.6
4016.5,27.2,21.7,21.7014,72,250,2.1
4017.5,30.6,24.4,24.4883,70,260,0.5
4018.5,31.7,23.3,23.2361,61,280,3.1
4019.5,32.2,22.2,22.2893,56,250,3.6
4020.5,33.3,22.2,22.0858,52,230,5.1
4021.5,34.4,22.8,22.7752,51,260,2.1
4022.5,33.9,22.2,22.317,51,260,3.1
4023.5,32.8,22.2,22.246,54,260,4.1
4024.5,32.2,22.2,22.2893,56,220,5.1
4025.5,32.2,22.2,22.2893,56,230,5.1
4026.5,28.9,23.9,23.7869,74,290,5.1
4027.5,21.1,20.6,20.604,97,250,6.2
4028.5,22.8,21.1,21.07,90,240,1.5
4029.5,22.8,21.1,21.07,90,110,5.1
4030.5,21.7,20.6,20.516,93,20,2.6
4031.5,20,18.3,18.3068,90,260,5.1
4032.5,20.6,18.9,18.899,90,0,0
4033.5,20.6,19.4,19.426,93,270,0.5
4034.5,21.1,20,19.9214,93,300,0.5
4035.5,21.1,20.6,20.604,97,250,2.1
4036.5,21.7,20.6,20.516,93,240,0.5
4037.5,21.7,20.6,20.516,93,200,0.5
4038.5,23.3,20,20.0481,82,0,0
4039.5,24.4,21.1,21.1208,82,350,1.5
4040.5,26.1,23.3,23.3736,85,350,2.1
4041.5,27.8,22.2,22.2768,72,30,1
4042.5,27.8,22.2,22.2768,72,20,2.1
4043.5,27.2,21.1,21.0057,69,290,0.5
4044.5,28.3,21.1,21.077,65,170,1.5
4045.5,28.9,21.7,21.6448,65,170,2.1
4046.5,30.6,22.2,22.204,61,280,2.1
4047.5,30.6,21.1,21.0928,57,290,2.6
4048.5,30,21.7,21.6409,61,190,1
4049.5,26.7,20.6,20.5288,69,200,5.1
4050.5,23.9,21.7,21.7863,88,140,3.1
4051.5,23.3,22.2,22.2773,94,210,1
4052.5,23.3,22.2,22.2773,94,270,3.1
4053.5,23.3,22.2,22.2773,94,280,1.5
4054.5,22.8,22.2,22.127,96,0,0
4055.5,22.8,21.7,21.7812,94,0,0
4056.5,22.8,21.7,21.7812,94,0,0
4057.5,22.2,21.7,21.6998,97,0,0
4058.5,22.2,21.7,21.6998,97,0,0
4059.5,22.2,21.7,21.6998,97,0,0
4060.5,22.2,21.7,21.6998,97,0,0
4061.5,22.2,21.7,21.6998,97,0,0
4062.5,23.3,21.7,21.7444,91,0,0
4063.5,25,21.7,21.7058,82,0,0
4064.5,25.6,22.2,22.2909,82,160,0.5
4065.5,26.7,22.2,22.1079,76,170,1.5
4066.5,28.3,21.7,21.5723,67,170,1
4067.5,29.4,21.1,21.0777,61,170,0.5
4068.5,30,23.9,23.9153,70,170,3.1
4069.5,29.4,21.7,21.605,63,140,2.1
4070.5,30.6,22.2,22.204,61,130,2.6
4071.5,31.1,22.2,22.1238,59,150,2.1
4072.5,23.9,22.2,22.1554,90,150,5.1
4073.5,24.4,22.8,22.8313,91,60,1
4074.5,25.6,22.8,22.8838,85,90,2.6
4075.5,25,21.7,21.7058,82,0,0
4076.5,25,21.7,21.7058,82,0,0
4077.5,25,22.2,22.1014,84,0,0
4078.5,24.4,22.8,22.8313,91,0,0
4079.5,24.4,23.3,23.3687,94,0,0
4080.5,23.9,22.8,22.8726,94,0,0
4081.5,23.9,23.3,23.2213,96,0,0
4082.5,23.9,23.3,23.2213,96,0,0
4083.5,23.3,22.8,22.7956,97,0,0
4084.5,23.3,22.8,22.7956,97,220,1.5
4085.5,23.3,23.3,23.3,100,220,0.5
4086.5,23.9,23.3,23.2213,96,0,0
4087.5,25,22.8,22.8685,88,0,0
4088.5,26.1,22.8,22.7784,82,0,0
4089.5,27.2,23.3,23.2312,79,0,0
4090.5,28.3,22.2,22.2915,70,0,0
4091.5,30.6,22.8,22.7359,63,0,0
4092.5,30.6,22.8,22.7359,63,170,3.6
4093.5,30,22.8,22.6856,65,170,1
4094.5,31.7,23.9,23.7722,63,140,0.5
4095.5,29.4,23.9,23.8107,72,320,1
4096.5,26.7,23.3,23.3633,82,300,2.6
4097.5,26.1,23.9,23.9507,88,0,0
4098.5,25,23.9,23.964,94,290,0.5
4099.5,25,23.9,23.964,94,0,0
4100.5,25.6,23.9,23.8327,90,0,0
4101.5,25,23.3,23.2407,90,0,0
4102.5,24.4,23.3,23.3687,94,0,0
4103.5,24.4,23.3,23.3687,94,0,0
4104.5,24.4,23.9,23.8913,97,310,4.6
4105.5,24.4,23.9,23.8913,97,0,0
4106.5,23.9,23.9,23.9,100,200,1
4107.5,23.9,23.9,23.9,100,0,0
4108.5,23.9,23.3,23.2213,96,200,1.5
4109.5,23.9,23.3,23.2213,96,0,0
4110.5,24.4,23.9,23.8913,97,220,1
4111.5,26.1,23.9,23.9507,88,260,0.5
4112.5,27.8,23.3,23.3868,77,320,0.5
4113.5,27.8,23.3,23.3868,77,320,1
4114.5,28.9,23.9,23.7869,74,300,0.5
4115.5,26.7,22.8,22.746,79,180,3.1
4116.5,29.4,23.3,23.3423,70,0,0
4117.5,30.6,23.3,23.2533,65,170,1
4118.5,28.9,24.4,24.4505,77,190,1
4119.5,31.7,23.3,23.2361,61,210,3.6
4120.5,31.1,25,24.9658,70,210,2.6
4121.5,28.9,24.4,24.4505,77,190,3.1
4122.5,29.4,24.4,24.4925,75,210,2.6
4123.5,27.8,25,25.0385,85,200,0.5
4124.5,26.7,24.4,24.3497,87,210,1
4125.5,26.7,24.4,24.3497,87,200,1
4126.5,26.7,24.4,24.3497,87,0,0
4127.5,25.6,24.4,24.3802,93,0,0
4128.5,25.6,24.4,24.3802,93,250,2.6
4129.5,25.6,23.9,23.8327,90,250,2.1
4130.5,25.6,23.3,23.2691,87,250,3.1
4131.5,23.9,22.8,22.8726,94,220,1
4132.5,23.9,22.8,22.8726,94,220,1
4133.5,24.4,22.8,22.8313,91,280,3.1
4134.5,25,22.8,22.8685,88,270,2.6
4135.5,26.1,22.2,22.1638,79,270,2.6
4136.5,27.8,21.7,21.578,69,260,3.1
4137.5,28.9,21.1,21.1338,63,260,2.6
4138.5,30,21.1,21.0959,59,240,3.1
4139.5,31.1,21.1,20.9744,55,250,4.1
4140.5,32.2,20.6,20.4366,50,250,4.6
4141.5,32.2,21.1,21.0748,52,250,5.1
4142.5,32.8,20.6,20.6565,49,240,5.1
4143.5,32.8,20.6,20.6565,49,260,5.1
4144.5,32.2,20.6,20.4366,50,250,4.1
4145.5,31.7,20.6,20.6152,52,240,4.1
4146.5,29.4,21.7,21.605,63,240,4.1
4147.5,28.9,20.6,20.6084,61,250,3.1
4148.5,27.2,20.6,20.5271,67,240,2.1
4149.5,26.7,21.1,20.9938,71,240,2.6
4150.5,26.7,21.1,20.9938,71,260,3.1
4151.5,25.6,21.1,21.0457,76,250,4.1
4152.5,25.6,20.6,20.6115,74,270,3.1
4153.5,24.4,20,19.8868,76,240,4.1
4154.5,23.9,20,20.0287,79,240,4.1
4155.5,22.8,20,19.9495,84,230,5.1
4156.5,22.8,20,19.9495,84,250,3.6
4157.5,22.8,20,19.9495,84,250,4.1
4158.5,23.9,20.6,20.6332,82,250,4.1
4159.5,25,21.1,21.0963,79,260,4.1
4160.5,26.7,21.1,20.9938,71,260,4.1
4161.5,27.8,21.7,21.578,69,260,3.1
4162.5,29.4,22.2,22.1179,65,300,3.1
4163.5,30,21.1,21.0959,59,260,3.6
4164.5,31.7,21.1,21.23,54,320,2.6
4165.5,32.2,20.6,20.4366,50,270,3.6
4166.5,31.1,20.6,20.6757,54,290,3.6
4167.5,26.1,20,19.9565,69,330,4.1
4168.5,26.7,20,20.0519,67,350,1
4169.5,27.8,20,20.0968,63,330,1
4170.5,26.7,21.7,21.6702,74,0,0
4171.5,25.6,21.7,21.6786,79,30,2.6
4172.5,24.4,19.4,19.4565,74,40,5.1
4173.5,23.9,18.9,18.9751,74,40,4.1
4174.5,22.8,18.3,18.3412,76,40,6.7
4175.5,22.8,17.8,17.6997,73,50,4.6
4176.5,22.2,17.8,17.7616,76,40,4.1
4177.5,21.7,17.8,17.8931,79,50,4.6
4178.5,21.7,17.8,17.8931,79,40,5.7
4179.5,21.1,17.8,17.7072,81,40,5.1
4180.5,21.1,17.2,17.1089,78,40,5.1
4181.5,20.6,16.7,16.6242,78,50,6.7
4182.5,21.1,17.2,17.1089,78,50,5.1
4183.5,21.7,16.7,16.6423,73,40,4.6
4184.5,22.8,16.7,16.5773,68,30,4.6
4185.5,23.9,16.1,16.1668,62,40,4.6
4186.5,25,16.7,16.6847,60,50,5.1
4187.5,25,16.1,16.1515,58,50,5.1
4188.5,25.6,16.7,16.7117,58,50,6.2
4189.5,25.6,16.1,16.1596,56,50,3.6
4190.5,26.1,15.6,15.4621,52,70,2.6
4191.5,25.6,16.1,16.1596,56,70,3.6
4192.5,26.1,16.7,16.6244,56,70,3.6
4193.5,24.4,16.7,16.6377,62,70,3.1
4194.5,23.9,17.2,17.1521,66,110,1
4195.5,22.8,17.2,17.2591,71,0,0
4196.5,21.7,17.2,17.2785,76,0,0
4197.5,21.7,17.2,17.2785,76,0,0
4198.5,20.6,17.8,17.7972,84,0,0
4199.5,20.6,17.8,17.7972,84,0,0
4200.5,21.1,18.3,18.2864,84,0,0
4201.5,21.1,17.8,17.7072,81,50,2.1
4202.5,20,16.7,16.6358,81,50,2.1
4203.5,18.9,16.1,16.1338,84,60,1.5
4204.5,18.9,15.6,15.5643,81,50,2.6
4205.5,18.9,14.4,14.3675,75,50,3.1
4206.5,19.4,13.9,13.7826,70,50,3.1
4207.5,21.1,13.3,13.2793,61,50,3.6
4208.5,22.8,12.8,12.712,53,40,5.1
4209.5,23.9,12.2,12.2116,48,40,4.6
4210.5,25,11.1,11.1841,42,60,3.6
4211.5,26.1,13.3,13.2249,45,40,2.6
4212.5,26.1,15,14.8513,50,60,3.1
4213.5,27.2,15.6,15.5433,49,20,2.6
4214.5,27.8,17.2,17.3288,53,230,0.5
4215.5,26.7,17.2,17.182,56,40,2.6
4216.5,28.3,17.2,17.1799,51,40,2.6
4217.5,27.8,17.2,17.3288,53,50,2.6
4218.5,26.1,17.8,17.716,60,60,2.6
4219.5,24.4,18.9,18.7916,71,120,1
4220.5,23.9,18.3,18.3127,71,110,1
4221.5,23.3,18.3,18.3975,74,110,1
4222.5,22.2,18.9,18.9752,82,100,0.5
4223.5,21.7,18.9,18.8734,84,0,0
4224.5,21.1,18.9,18.8477,87,0,0
4225.5,20.6,18.3,18.3564,87,40,0.5
4226.5,19.4,17.8,17.7147,90,50,0.5
4227.5,19.4,17.2,17.1771,87,60,1.5
4228.5,18.9,16.7,16.6857,87,60,1.5
4229.5,19.4,16.7,16.623,84,40,3.1
4230.5,21.1,16.1,16.0654,73,40,3.6
4231.5,22.2,16.1,16.0056,68,50,3.6
4232.5,23.3,16.1,16.0989,64,50,6.2
4233.5,25.6,16.7,16.7117,58,50,5.1
4234.5,26.7,16.1,16.0146,52,40,7.2
4235.5,27.2,16.7,16.7751,53,40,5.1
4236.5,27.8,17.2,17.3288,53,60,6.2
4237.5,27.8,18.3,18.2041,56,60,4.6
4238.5,27.8,17.2,17.3288,53,50,5.1
4239.5,26.7,17.8,17.7385,58,50,5.1
4240.5,23.3,19.4,19.4463,79,80,5.1
4241.5,22.2,19.4,19.3625,84,70,6.2
4242.5,21.1,19.4,19.3924,90,40,2.1
4243.5,21.7,19.4,19.4373,87,20,6.2
4244.5,21.7,19.4,19.4373,87,30,6.2
4245.5,22.2,19.4,19.3625,84,40,5.1
4246.5,21.7,19.4,19.4373,87,40,3.6
4247.5,21.7,20,19.9845,90,40,2.6
4248.5,21.7,20,19.9845,90,40,4.1
4249.5,21.7,20,19.9845,90,30,4.6
4250.5,21.7,20,19.9845,90,50,5.1
4251.5,21.7,20,19.9845,90,50,3.1
4252.5,21.7,20,19.9845,90,40,3.1
4253.5,21.7,20,19.9845,90,60,3.1
4254.5,22.2,20,19.9286,87,60,4.6
4255.5,22.2,20,19.9286,87,70,6.2
4256.5,22.2,21.1,21.0114,93,60,6.2
4257.5,23.9,21.1,21.0255,84,70,5.1
4258.5,25.6,21.1,21.0457,76,60,3.6
4259.5,28.9,20.6,20.6084,61,70,6.7
4260.5,29.4,18.9,18.8047,53,60,6.2
4261.5,30.6,18.9,18.9727,50,70,5.1
4262.5,30.6,18.9,18.9727,50,80,5.1
4263.5,30.6,18.9,18.9727,50,70,3.1
4264.5,30,18.9,18.7403,51,90,4.1
4265.5,29.4,18.9,18.8047,53,80,4.6
4266.5,27.8,19.4,19.3094,60,110,1.5
4267.5,26.1,21.1,21.0928,74,150,1
4268.5,25.6,21.7,21.6786,79,0,0
4269.5,25,21.7,21.7058,82,0,0
4270.5,23.9,21.7,21.7863,88,0,0
4271.5,24.4,21.1,21.1208,82,100,2.6
4272.5,24.4,21.1,21.1208,82,70,2.6
4273.5,23.9,21.1,21.0255,84,70,1
4274.5,22.8,21.1,21.07,90,0,0
4275.5,21.7,20.6,20.516,93,0,0
4276.5,22.2,21.1,21.0114,93,10,1
4277.5,22.2,21.1,21.0114,93,20,1
4278.5,23.3,21.7,21.7444,91,50,2.6
4279.5,25,22.2,22.1014,84,40,3.6
4280.5,28.3,22.2,22.2915,70,60,2.1
4281.5,28.9,21.7,21.6448,65,60,3.6
4282.5,28.3,22.2,22.2915,70,40,3.6
4283.5,30,22.8,22.6856,65,40,3.6
4284.5,30,21.1,21.0959,59,30,3.1
4285.5,30.6,21.1,21.0928,57,90,4.1
4286.5,30.6,21.1,21.0928,57,70,2.1
4287.5,32.2,21.1,21.0748,52,100,2.1
4288.5,31.7,21.1,21.23,54,70,2.6
4289.5,31.1,21.1,20.9744,55,50,0.5
4290.5,27.2,23.3,23.2312,79,170,2.1
4291.5,26.7,22.8,22.746,79,0,0
4292.5,26.7,23.3,23.3633,82,0,0
4293.5,25.6,23.3,23.2691,87,0,0
4294.5,25,22.8,22.8685,88,0,0
4295.5,23.9,22.8,22.8726,94,0,0
4296.5,24.4,22.8,22.8313,91,230,1.5
4297.5,23.9,22.2,22.1554,90,0,0
4298.5,23.9,22.2,22.1554,90,0,0
4299.5,23.3,22.2,22.2773,94,0,0
4300.5,23.3,22.2,22.2773,94,0,0
4301.5,22.8,22.2,22.127,96,0,0
4302.5,25,23.3,23.2407,90,0,0
4303.5,27.8,22.2,22.2768,72,270,1
4304.5,28.9,22.8,22.8647,70,330,1
4305.5,29.4,22.8,22.862,68,310,1
4306.5,30,22.2,22.1705,63,20,1
4307.5,30,22.2,22.1705,63,30,1
4308.5,31.1,22.2,22.1238,59,190,1.5
4309.5,30.6,22.8,22.7359,63,250,3.1
4310.5,32.8,22.8,22.846,56,170,2.1
4311.5,32.8,22.8,22.846,56,230,1.5
4312.5,30.6,21.7,21.6566,59,140,2.1
4313.5,28.3,21.1,21.077,65,300,1
4314.5,27.8,23.9,23.8133,79,0,0
4315.5,26.7,23.3,23.3633,82,0,0
4316.5,26.7,23.3,23.3633,82,0,0
4317.5,26.1,23.3,23.3736,85,200,1
4318.5,25.6,22.8,22.8838,85,0,0
4319.5,25.6,22.8,22.8838,85,180,1.5
4320.5,24.4,22.8,22.8313,91,0,0
4321.5,23.9,22.2,22.1554,90,0,0
4322.5,23.3,22.2,22.2773,94,0,0
4323.5,23.3,22.2,22.2773,94,0,0
4324.5,23.3,22.2,22.2773,94,0,0
4325.5,23.3,22.2,22.2773,94,0,0
4326.5,25.6,23.3,23.2691,87,0,0
4327.5,27.2,23.9,23.8508,82,230,1
4328.5,28.9,23.9,23.7869,74,260,1
4329.5,30.6,23.9,24.0038,68,240,2.1
4330.5,31.1,23.3,23.207,63,220,1
4331.5,31.7,22.2,22.116,57,170,1.5
4332.5,32.8,22.2,22.246,54,170,1.5
4333.5,32.8,20.6,20.6565,49,200,3.1
4334.5,33.9,21.1,20.9788,47,240,2.1
4335.5,33.3,21.7,21.767,51,200,3.6
4336.5,32.8,21.1,20.9854,50,230,3.1
4337.5,32.2,21.1,21.0748,52,210,3.6
4338.5,31.1,21.7,21.5579,57,210,2.6
4339.5,27.8,21.7,21.578,69,0,0
4340.5,26.7,21.7,21.6702,74,200,0.5
4341.5,26.3,21.9,21.2852,74,180,0.4
4342.5,25.9,22,22.5834,82,200,0.4
4343.5,25.5,22.2,22.7859,85,200,0.3
4344.5,25.1,22.3,22.9669,88,220,0.2
4345.5,24.7,22.5,23.1277,91,210,0.1
4346.5,24.3,22.6,22.7325,91,230,0.1
4347.5,23.9,22.8,22.8726,94,0,0
4348.5,23.3,22.2,22.2773,94,230,0.5
4349.5,23.9,22.8,22.8726,94,210,0.5
4350.5,25.6,23.9,23.8327,90,220,3.1
4351.5,27.2,23.3,23.2312,79,240,3.6
4352.5,28.9,23.9,23.7869,74,250,3.1
4353.5,30,23.9,23.9153,70,220,2.6
4354.5,31.7,23.9,23.7722,63,240,2.1
4355.5,32.8,23.3,23.139,57,230,3.6
4356.5,33.3,23.3,23.3099,56,230,2.1
4357.5,33.9,21.7,21.6598,49,220,4.6
4358.5,34.4,22.2,22.1157,49,240,2.6
4359.5,34.4,22.2,22.1157,49,230,6.2
4360.5,33.9,21.7,21.6598,49,230,3.6
4361.5,33.3,21.7,21.767,51,230,3.6
4362.5,32.2,21.7,21.6919,54,210,1.5
4363.5,29.4,22.8,22.862,68,200,1
4364.5,28.3,22.8,22.7562,72,180,2.1
4365.5,27.8,22.8,22.7286,74,180,3.6
4366.5,27.2,22.8,22.8066,77,200,3.1
4367.5,26.1,23.3,23.3736,85,180,2.6
4368.5,25.6,22.8,22.8838,85,190,2.6
4369.5,25.6,22.8,22.8838,85,200,2.6
4370.5,25,23.3,23.2407,90,210,2.6
4371.5,24.4,23.3,23.3687,94,210,1.5
4372.5,23.9,22.8,22.8726,94,230,0.5
4373.5,24.4,23.3,23.3687,94,190,0.5
4374.5,25.6,23.9,23.8327,90,220,2.1
4375.5,27.2,23.3,23.2312,79,230,3.6
4376.5,28.9,22.8,22.8647,70,250,5.1
4377.5,30.6,22.2,22.204,61,230,3.1
4378.5,32.2,22.8,22.8684,58,190,3.1
4379.5,32.2,22.2,22.2893,56,140,1
4380.5,33.3,23.3,23.3099,56,140,2.6
4381.5,34.4,22.8,22.7752,51,230,2.6
4382.5,34.4,22.2,22.1157,49,170,4.1
4383.5,33.9,22.8,22.6372,52,190,6.2
4384.5,32.2,21.7,21.6919,54,180,4.6
4385.5,31.7,20,19.9792,50,170,1.5
4386.5,31.1,21.7,21.5579,57,150,2.1
4387.5,30,22.8,22.6856,65,170,2.6
4388.5,28.3,23.3,23.2097,74,170,1.5
4389.5,27.2,23.9,23.8508,82,180,1
4390.5,27.2,23.9,23.8508,82,0,0
4391.5,26.7,23.9,23.9612,85,180,0.5
4392.5,26.7,23.3,23.3633,82,200,3.6
4393.5,26.7,23.3,23.3633,82,10,2.1
4394.5,26.1,23.3,23.3736,85,20,6.2
4395.5,22.8,21.1,21.07,90,80,2.1
4396.5,23.9,20.6,20.6332,82,0,0
4397.5,24.4,21.1,21.1208,82,180,0.5
4398.5,25,22.2,22.1014,84,190,3.1
4399.5,26.7,23.3,23.3633,82,200,3.6
4400.5,28.9,23.3,23.3314,72,210,4.6
4401.5,30,22.8,22.6856,65,230,4.6
4402.5,32.2,22.2,22.2893,56,250,6.2
4403.5,32.8,23.3,23.139,57,240,4.6
4404.5,34.4,23.9,24.0291,55,240,5.1
4405.5,33.9,23.3,23.2617,54,220,5.1
4406.5,35,23.3,23.325,51,220,4.1
4407.5,35.6,23.3,23.2096,49,220,4.1
4408.5,32.8,23.9,23.9919,60,210,3.6
4409.5,31.7,22.8,22.6843,59,230,6.2
4410.5,31.1,21.1,20.9744,55,200,2.6
4411.5,28.3,22.8,22.7562,72,190,2.6
4412.5,26.7,21.7,21.6702,74,200,1
