Hours since 00:00 Jan 1,Dry bulb temp (C),Wet bulb temp (C),Dew point temp (C),Relative humidity (%),Wind direction (deg),Wind speed (m/s)
2350.5,14,-2,-2.43548,32,250,2.6
2351.5,15,-1,-1.14333,33,240,3.1
2352.5,13,3,3.09855,51,240,2.1
2353.5,14,3,2.86405,47,240,4.1
2354.5,13,2,1.95042,47,250,2.1
2355.5,13,3,3.09855,51,260,1.5
2356.5,12,4,3.99219,58,280,1
2357.5,12,6,6.06232,67,290,1.5
2358.5,12,3,2.97965,54,300,2.6
2359.5,13,3,3.09855,51,330,2.6
2360.5,14,3,2.86405,47,360,4.1
2361.5,18,1,1.05557,32,360,3.1
2362.5,19,1,1.02789,30,350,2.1
2363.5,21,0,0.216012,25,350,5.7
2364.5,22,-2,-1.99738,20,320,4.1
2365.5,22,0,-0.0907388,23,280,3.6
2366.5,23,-1,-1.17395,20,280,5.1
2367.5,22,0,-0.0907388,23,310,3.6
2368.5,22,-3,-3.41462,18,310,6.2
2369.5,20,-6,-6.58624,16,310,5.7
2370.5,18,-4,-4.65332,21,330,2.1
2371.5,16,-3,-3.49658,26,350,1
2372.5,16,-2,-2.50221,28,10,6.2
2373.5,16,-4,-4.56117,24,20,6.2
2374.5,11,-4,-4.65214,33,40,5.1
2375.5,10,-6,-6.77516,30,40,7.2
2376.5,8,-7,-7.68566,32,30,5.1
2377.5,6,-8,-9.04815,33,30,5.1
2378.5,6,-8,-9.04815,33,50,6.2
2379.5,5,-9,-9.92869,33,40,5.7
2380.5,3,-9,-10.2585,37,40,4.6
2381.5,3,-8,-8.95763,41,40,4.6
2382.5,4,-8,-9.02669,38,40,6.2
2383.5,6,-8,-9.04815,33,60,6.7
2384.5,7,-8,-8.9676,31,60,7.7
2385.5,9,-8,-8.99487,27,50,5.1
2386.5,10,-8,-9.1194,25,50,4.6
2387.5,11,-8,-8.79031,24,20,3.1
2388.5,12,-9,-10.2641,20,30,2.1
2389.5,15,-7,-7.77789,20,30,1.5
2390.5,14,-8,-9.25992,19,50,1
2391.5,15,-8,-9.12666,18,60,3.1
2392.5,15,-8,-9.12666,18,90,3.1
2393.5,15,-7,-7.77789,20,100,3.1
2394.5,12,-4,-4.60467,31,120,2.1
2395.5,10,-3,-3.31611,39,100,1.5
2396.5,9,-3,-3.54567,41,80,1
2397.5,6,-1,-1.17238,60,60,1
2398.5,5,-1,-1.23875,64,40,2.1
2399.5,6,0,-0.0765439,65,140,1
2400.5,5,0,-0.0119085,70,100,0.5
2401.5,4,0,-0.0255505,75,50,1
2402.5,3,0,0.0624814,81,40,2.1
2403.5,2,-1,-1.08285,80,60,2.1
2404.5,1,-1,-1.07507,86,50,2.6
2405.5,2,-1,-1.08285,80,60,2.1
2406.5,4,2,2.03441,87,50,2.1
2407.5,9,2,1.88349,61,80,2.1
2408.5,13,2,1.95042,47,110,3.1
2409.5,16,2,2.04913,39,140,4.6
2410.5,18,0,0.162778,30,100,4.1
2411.5,20,0,-0.0918713,26,110,4.1
2412.5,22,-1,-1.33527,21,140,5.7
2413.5,21,1,0.758018,26,150,5.7
2414.5,23,4,4.00024,29,150,4.6
2415.5,22,4,4.08644,31,120,4.1
2416.5,22,5,4.98003,33,160,6.2
2417.5,21,6,6.13275,38,150,4.6
2418.5,20,8,8.02239,46,140,4.1
2419.5,19,10,10.0189,56,150,4.6
2420.5,17,11,11.0482,68,130,3.1
2421.5,17,11,11.0482,68,110,2.6
2422.5,16,12,11.9674,77,130,3.6
2423.5,17,13,12.9358,77,130,4.1
2424.5,17,13,12.9358,77,120,3.6
2425.5,16,13,12.9264,82,120,3.1
2426.5,15,14,14.0412,94,120,3.1
2427.5,15,15,15,100,150,2.6
2428.5,15,15,15,100,110,3.1
2429.5,16,15,15.0336,94,130,3.6
2430.5,16,16,16,100,140,5.1
2431.5,16,16,16,100,130,5.1
2432.5,17,17,17,100,150,4.6
2433.5,17,17,17,100,130,5.1
2434.5,17,17,17,100,150,4.1
2435.5,18,17,17.0183,94,180,3.1
2436.5,19,18,18.0107,94,160,4.6
2437.5,21,19,18.9327,88,220,4.1
2438.5,21,18,17.9977,83,230,4.6
2439.5,23,18,17.892,73,210,5.1
2440.5,23,18,17.892,73,220,4.1
2441.5,22,19,18.9746,83,210,3.1
2442.5,20,19,19.003,94,210,2.6
2443.5,19,18,18.0107,94,210,2.6
2444.5,19,18,18.0107,94,220,2.6
2445.5,18,17,17.0183,94,220,2.6
2446.5,18,17,17.0183,94,230,4.6
2447.5,18,16,15.9802,88,230,4.6
2448.5,17,16,16.026,94,230,4.6
2449.5,17,16,16.026,94,240,5.1
2450.5,16,15,15.0336,94,240,3.6
2451.5,16,15,15.0336,94,240,3.1
2452.5,16,15,15.0336,94,210,2.6
2453.5,16,15,15.0336,94,230,4.1
2454.5,17,16,16.026,94,240,4.1
2455.5,18,16,15.9802,88,240,5.7
2456.5,18,15,15.0665,83,240,5.7
2457.5,21,13,12.9321,60,240,7.2
2458.5,22,8,8.13445,41,240,8.2
2459.5,24,10,9.92585,41,250,5.1
2460.5,24,4,3.83975,27,240,7.2
2461.5,24,3,2.75097,25,260,7.2
2462.5,24,0,-0.351096,20,250,7.7
2463.5,23,0,0.132049,22,260,10.8
2464.5,21,1,0.758018,26,260,7.2
2465.5,19,-1,-0.942275,26,250,6.2
2466.5,18,1,1.05557,32,250,5.1
2467.5,17,2,1.81819,36,250,5.1
2468.5,16,2,2.04913,39,270,6.2
2469.5,15,1,1.15589,39,280,4.6
2470.5,13,-1,-0.986814,38,350,7.2
2471.5,11,-1,-1.09697,43,10,6.7
2472.5,10,-2,-2.32021,42,350,4.1
2473.5,9,-1,-1.14064,49,350,4.1
2474.5,8,-2,-2.33882,48,350,4.6
2475.5,7,-2,-2.18003,52,350,5.7
2476.5,7,-1,-1.17443,56,350,5.1
2477.5,6,-2,-2.35222,55,10,4.1
2478.5,6,-1,-1.17238,60,10,4.6
2479.5,9,-1,-1.14064,49,40,7.2
2480.5,10,-2,-2.32021,42,20,7.7
2481.5,11,-1,-1.09697,43,30,6.2
2482.5,12,-2,-2.23925,37,20,6.2
2483.5,13,-1,-0.986814,38,30,5.1
2484.5,13,-2,-2.10398,35,300,3.6
2485.5,14,-1,-1.22105,35,30,5.1
2486.5,13,-1,-0.986814,38,60,3.1
2487.5,13,-1,-0.986814,38,80,1.5
2488.5,13,-1,-0.986814,38,110,3.6
2489.5,13,1,1.03122,44,120,2.6
2490.5,12,2,1.8986,50,80,2.1
2491.5,10,5,4.985,71,180,1
2492.5,10,5,4.985,71,160,1.5
2493.5,10,5,4.985,71,240,1.5
2494.5,10,4,3.94187,66,210,1
2495.5,10,4,3.94187,66,280,3.6
2496.5,10,4,3.94187,66,300,1.5
2497.5,9,4,4.02501,71,310,1.5
2498.5,10,4,3.94187,66,330,3.1
2499.5,10,4,3.94187,66,330,2.1
2500.5,9,4,4.02501,71,360,2.6
2501.5,9,3,2.99009,66,360,2.6
2502.5,10,4,3.94187,66,30,2.6
2503.5,12,4,3.99219,58,50,4.1
2504.5,14,3,2.86405,47,20,4.1
2505.5,15,2,1.85292,41,40,5.1
2506.5,17,0,0.18349,32,70,5.1
2507.5,18,2,1.90035,34,90,4.1
2508.5,18,1,1.05557,32,100,3.6
2509.5,19,1,1.02789,30,40,5.1
2510.5,20,1,0.931675,28,70,1.5
2511.5,20,1,0.931675,28,100,3.6
2512.5,19,0,0.0739425,28,70,4.1
2513.5,18,1,1.05557,32,80,4.1
2514.5,15,3,2.84413,44,90,2.6
2515.5,12,4,3.99219,58,70,0.5
2516.5,11,6,5.94484,71,50,1.5
2517.5,12,5,4.9449,62,150,4.1
2518.5,11,6,5.94484,71,180,1.5
2519.5,9,6,5.91515,81,80,1
2520.5,9,6,5.91515,81,80,1
2521.5,8,6,5.96908,87,70,1
2522.5,6,5,4.95466,93,60,0.5
2523.5,6,4,4.00188,87,60,1.5
2524.5,5,4,3.9632,93,50,1.5
2525.5,4,3,2.97171,93,50,1.5
2526.5,7,5,4.98552,87,50,1.5
2527.5,11,8,8.04561,82,100,1.5
2528.5,15,6,6.03084,55,150,4.1
2529.5,18,3,3.08866,37,190,3.6
2530.5,19,2,1.92721,32,120,3.6
2531.5,20,4,4.06759,35,140,3.1
2532.5,20,2,1.89253,30,110,2.1
2533.5,21,2,1.78892,28,70,2.6
2534.5,22,3,3.14045,29,90,4.1
2535.5,22,3,3.14045,29,120,1.5
2536.5,22,3,3.14045,29,160,5.1
2537.5,21,3,2.7567,30,180,4.1
2538.5,16,3,3.09125,42,190,2.6
2539.5,15,4,4.07677,48,190,1.5
2540.5,13,4,3.90858,54,200,1
2541.5,10,5,4.985,71,170,1
2542.5,11,5,4.89346,66,210,1
2543.5,10,6,5.96526,76,200,1
2544.5,10,9,8.92014,93,190,2.1
2545.5,10,10,10,100,210,2.1
2546.5,11,11,11,100,210,3.1
2547.5,11,11,11,100,190,2.6
2548.5,12,11,11.0638,94,210,2.6
2549.5,11,10,10.0713,94,220,4.1
2550.5,12,11,11.0638,94,220,5.1
2551.5,15,11,10.9989,77,260,4.6
2552.5,17,8,7.89086,55,300,5.7
2553.5,19,6,6.1324,43,330,7.7
2554.5,17,6,5.90698,48,330,3.1
2555.5,18,5,4.89218,42,250,1
2556.5,21,8,7.93621,43,300,4.6
2557.5,21,4,4.10659,33,310,7.2
2558.5,21,3,2.7567,30,270,7.2
2559.5,20,2,1.89253,30,280,4.6
2560.5,19,0,0.0739425,28,280,5.1
2561.5,18,-1,-1.28047,27,280,5.1
2562.5,16,0,0.143412,34,310,3.1
2563.5,14,-2,-2.43548,32,340,5.7
2564.5,13,-4,-4.61937,29,330,5.7
2565.5,11,-4,-4.65214,33,330,5.1
2566.5,10,-4,-4.38234,36,340,6.7
2567.5,8,-5,-5.7993,37,340,6.7
2568.5,7,-5,-5.67244,40,360,4.6
2569.5,5,-6,-6.83974,42,340,3.1
2570.5,4,-5,-5.74187,49,310,2.1
2571.5,3,-5,-5.63821,53,280,3.6
2572.5,3,-4,-4.44957,58,260,2.6
2573.5,2,-4,-4.5087,62,250,3.1
2574.5,3,-4,-4.44957,58,270,3.1
2575.5,6,-4,-4.45401,47,280,6.2
2576.5,9,-5,-5.63992,35,300,8.7
2577.5,10,-5,-5.53045,33,290,6.7
2578.5,11,-5,-5.47633,31,280,6.2
2579.5,13,-5,-5.56118,27,310,8.2
2580.5,14,-5,-5.71731,25,290,8.2
2581.5,15,-4,-4.34904,26,260,8.7
2582.5,17,-4,-4.28316,23,300,8.7
2583.5,17,-6,-6.79149,19,320,6.7
2584.5,17,-8,-9.00206,16,290,7.2
2585.5,16,-4,-4.56117,24,260,4.6
2586.5,14,-3,-3.3024,30,260,4.1
2587.5,11,-2,-2.42094,39,230,3.1
2588.5,12,-2,-2.23925,37,10,3.6
2589.5,10.5,-1.5,-1.54955,43,310,3.1
2590.5,9,-1,-1.14064,49,250,2.6
2591.5,9,-1,-1.14064,49,270,2.6
2592.5,8,-1,-1.25379,52,270,2.6
2593.5,5,1,0.94135,75,240,2.1
2594.5,6,1,0.947135,70,250,0.5
2595.5,6,-1,-1.17238,60,250,2.6
2596.5,5.6,-0.1,-0.0406423,67,240,2.7
2597.5,5.2,0.8,0.759749,73,240,2.8
2598.5,6.4,2.4,2.48076,76,230,2.9
2599.5,8.4,3.6,3.64722,72,220,2.9
2600.5,10.3,4.4,4.44195,67,220,3
2601.5,12,5,4.9449,62,210,3.1
2602.5,15,2,1.85292,41,220,1.5
2603.5,17,4,3.99189,42,240,2.1
2604.5,21,7,6.87787,40,250,5.7
2605.5,20,6,5.98388,40,250,6.2
2606.5,20,7,7.03448,43,250,5.1
2607.5,19,8,8.03886,49,320,3.6
2608.5,18,9,9.08751,56,350,3.6
2609.5,16,10,10.0943,68,0,0
2610.5,16,12,11.9674,77,280,1.5
2611.5,14,13,13.0488,94,200,1.5
2612.5,14,12,12.0426,88,210,2.6
2613.5,14,12,12.0426,88,220,2.6
2614.5,15,13,13.0271,88,250,2.6
2615.5,14,13,13.0488,94,20,3.1
2616.5,14,13,13.0488,94,360,1.5
2617.5,13,12,12.0563,94,340,2.1
2618.5,13,11,11.0581,88,340,3.6
2619.5,13,9,9.06149,77,340,2.6
2620.5,12,9,9.02194,82,340,3.1
2621.5,11,8,8.04561,82,340,4.1
2622.5,12,7,6.90453,71,340,4.6
2623.5,13,6,5.88908,62,340,4.6
2624.5,15,7,7.05096,59,320,2.6
2625.5,17,8,7.89086,55,310,1
2626.5,18,4,3.83445,39,290,2.6
2627.5,20,4,4.06759,35,280,1.5
2628.5,21,3,2.7567,30,260,2.1
2629.5,22,3,3.14045,29,240,2.6
2630.5,22,1,1.06152,25,220,4.1
2631.5,22,4,4.08644,31,230,1
2632.5,22,4,4.08644,31,240,3.1
2633.5,22,3,3.14045,29,250,3.6
2634.5,20,3,2.79839,32,250,1.5
2635.5,15,6,6.03084,55,200,1.5
2636.5,13,6,5.88908,62,170,1
2637.5,12,7,6.90453,71,150,2.6
2638.5,11,7,6.93289,76,200,1.5
2639.5,13,8,8.06966,72,180,1.5
2640.5,12,8,7.90038,76,190,0.5
2641.5,12,8,7.90038,76,190,1
2642.5,11,8,8.04561,82,80,1
2643.5,11,9,8.9194,87,80,1
2644.5,11,9,8.9194,87,60,1.5
2645.5,11,10,10.0713,94,100,1.5
2646.5,14,13,13.0488,94,130,1
2647.5,18,15,15.0665,83,170,4.1
2648.5,20,15,15.0077,73,210,4.6
2649.5,22,15,14.8695,64,210,3.6
2650.5,24,14,14.109,54,210,7.2
2651.5,26,13,13.1344,45,240,3.6
2652.5,27,13,12.9785,42,240,7.2
2653.5,26,13,13.1344,45,260,5.7
2654.5,26,15,15.0674,51,240,4.6
2655.5,27,14,14.039,45,240,5.1
2656.5,26,16,15.9601,54,240,3.6
2657.5,25,12,11.888,44,220,5.7
2658.5,22,12,11.9726,53,210,3.6
2659.5,20,12,11.9934,60,210,3.1
2660.5,19,13,12.9555,68,200,2.6
2661.5,17,13,12.9358,77,210,3.1
2662.5,18,14,13.9041,77,200,3.1
2663.5,19,15,15.0729,78,210,5.1
2664.5,19,16,16.0436,83,220,4.6
2665.5,19,16,16.0436,83,220,4.1
2666.5,18,16,15.9802,88,230,3.6
2667.5,17,16,16.026,94,280,2.1
2668.5,16,16,16,100,200,2.6
2669.5,16,15,15.0336,94,210,2.6
2670.5,18,15,15.0665,83,240,4.1
2671.5,19,15,15.0729,78,240,7.2
2672.5,21,15,15.0891,69,260,5.1
2673.5,22,15,14.8695,64,260,6.2
2674.5,25,17,16.9455,61,270,5.1
2675.5,25,14,13.8429,50,270,4.6
2676.5,28,15,14.9433,45,290,6.7
2677.5,28,15,14.9433,45,270,4.1
2678.5,28,15,14.9433,45,260,5.7
2679.5,28,15,14.9433,45,270,4.1
2680.5,26,16,15.9601,54,240,6.7
2681.5,26,16,15.9601,54,260,2.6
2682.5,21,16,15.9693,73,80,5.7
2683.5,18,17,17.0183,94,60,6.7
2684.5,17.1,16.5,16.4561,96,80,5.3
2685.5,16.5,15.8,15.8591,96,90,4
2686.5,16,15,15.0336,94,110,2.6
2687.5,16,16,16,100,140,2.1
2688.5,16,15,15.0336,94,260,3.1
2689.5,15,15,15,100,200,3.1
2690.5,15,15,15,100,140,2.6
2691.5,15,15,15,100,180,3.1
2692.5,15,15,15,100,190,1.5
2693.5,15,15,15,100,200,3.1
2694.5,16,15,15.0336,94,190,3.1
2695.5,16,15,15.0336,94,200,5.1
2696.5,17,16,16.026,94,210,5.7
2697.5,18,16,15.9802,88,220,5.7
2698.5,19,15,15.0729,78,220,5.7
2699.5,19,15,15.0729,78,230,4.6
2700.5,19.2,14.4,14.4489,74,270,6.4
2701.5,19,14,14.046,73,310,8.2
2702.5,19,13,12.9555,68,330,6.2
2703.5,15,11,10.9989,77,340,7.2
2704.5,13,11,11.0581,88,330,6.2
2705.5,12,10,10.0735,88,350,6.7
2706.5,11,9,8.9194,87,340,5.7
2707.5,10,9,8.92014,93,340,4.6
2708.5,10,8,7.93603,87,310,2.6
2709.5,10,8,7.93603,87,320,3.6
2710.5,10,8,7.93603,87,320,3.1
2711.5,9,8,7.92882,93,320,2.6
2712.5,9,7,6.95259,87,320,2.6
2713.5,9,7,6.95259,87,330,4.1
2714.5,9,6,5.91515,81,310,3.6
2715.5,9,7,6.95259,87,290,2.6
2716.5,8,7,6.93747,93,310,2.1
2717.5,8,7,6.93747,93,280,2.1
2718.5,10,8,7.93603,87,300,3.6
2719.5,12,8,7.90038,76,280,4.1
2720.5,14,8,7.96797,67,280,5.1
2721.5,15,6,6.03084,55,310,5.7
2722.5,17,5,4.9776,45,330,5.7
2723.5,18,5,4.89218,42,290,3.1
2724.5,19,4,3.97523,37,290,5.1
2725.5,19,4,3.97523,37,330,5.1
2726.5,20,3,2.79839,32,280,3.6
2727.5,21,4,4.10659,33,280,3.6
2728.5,20,3,2.79839,32,330,3.6
2729.5,18,4,3.83445,39,260,2.6
2730.5,17,5,4.9776,45,270,2.1
2731.5,14,9,9.03064,72,300,0.5
2732.5,13,9,9.06149,77,330,0.5
2733.5,10,8,7.93603,87,360,2.1
2734.5,10,8,7.93603,87,320,1.5
2735.5,10,8,7.93603,87,290,0.5
2736.5,9,7,6.95259,87,270,1
2737.5,9,7,6.95259,87,240,1
2738.5,10,7,7.06918,82,290,1
2739.5,10,8,7.93603,87,340,2.6
2740.5,9,7,6.95259,87,290,1
2741.5,8,7,6.93747,93,250,0.5
2742.5,10,9,8.92014,93,200,1.5
2743.5,13.5,9.2,9.15463,75,200,1.5
2744.5,17,9,8.92665,59,210,1.5
2745.5,19,8,8.03886,49,210,4.1
2746.5,19,8,8.03886,49,210,3.6
2747.5,20,8,8.02239,46,210,3.6
2748.5,20.7,6.9,6.96925,41,210,4.9
2749.5,21,6,6.13275,38,210,6.2
2750.5,23,4,4.00024,29,260,3.6
2751.5,23,4,4.00024,29,270,3.1
2752.5,23,4,4.00024,29,280,4.1
2753.5,21,4,4.10659,33,310,3.6
2754.5,19,6,6.1324,43,350,2.6
2755.5,15,8,8.01188,63,20,4.1
2756.5,14,9,9.03064,72,10,1.5
2757.5,14,9,9.03064,72,10,2.1
2758.5,13,9,9.06149,77,330,1.5
2759.5,11,8,8.04561,82,350,3.1
2760.5,10.4,7.9,7.81307,84,340,2.1
2761.5,10,8,7.93603,87,330,1
2762.5,9,7,6.95259,87,350,1
2763.5,8.4,6.4,6.36249,87,360,0.8
2764.5,8,6,5.96908,87,20,0.5
2765.5,9,7,6.95259,87,30,2.6
2766.5,11,8,8.04561,82,30,3.6
2767.5,15,8,8.01188,63,50,5.7
2768.5,17,8,7.89086,55,50,7.2
2769.5,19,6,6.1324,43,70,7.2
2770.5,19,5,5.08951,40,70,5.1
2771.5,19,6,6.1324,43,60,5.1
2772.5,19,6,6.1324,43,70,5.1
2773.5,19,7,7.11303,46,70,4.1
2774.5,19,7,7.11303,46,70,5.1
2775.5,18,7,7.12229,49,70,4.1
2776.5,17,8,7.89086,55,40,4.1
2777.5,17,10,9.90239,63,150,2.1
2778.5,15,11,10.9989,77,20,3.1
2779.5,14,12,12.0426,88,100,2.1
2780.5,14,11,10.9743,82,40,4.6
2781.5,13,11,11.0581,88,50,3.1
2782.5,13,10,9.99819,82,50,4.6
2783.5,13,11,11.0581,88,30,3.1
2784.5,13,9,9.06149,77,50,4.1
2785.5,13,9,9.06149,77,80,3.1
2786.5,12,10,10.0735,88,30,4.6
2787.5,11,10,10.0713,94,50,6.2
2788.5,11,10,10.0713,94,50,5.7
2789.5,11,10,10.0713,94,50,5.1
2790.5,12,11,11.0638,94,80,6.7
2791.5,12,11,11.0638,94,60,4.6
2792.5,12,12,12,100,70,4.6
2793.5,13,13,13,100,70,4.6
2794.5,14,14,14,100,70,4.6
2795.5,15,15,15,100,60,4.6
2796.5,17,16,16.026,94,70,4.1
2797.5,17,17,17,100,50,3.1
2798.5,18,18,18,100,70,2.1
2799.5,19,19,19,100,80,1.5
2800.5,20,20,20,100,100,2.1
2801.5,20,20,20,100,110,1.5
2802.5,21,20,19.9952,94,150,4.1
2803.5,20,19,19.003,94,160,4.6
2804.5,20,20,20,100,160,3.1
2805.5,20,20,20,100,160,3.6
2806.5,20,20,20,100,200,5.1
2807.5,20,20,20,100,180,4.1
2808.5,20,20,20,100,180,4.1
2809.5,20,20,20,100,170,6.2
2810.5,21,20,19.9952,94,180,5.1
2811.5,21,20,19.9952,94,190,4.6
2812.5,21,20,19.9952,94,190,5.7
2813.5,20,19,19.003,94,180,5.1
2814.5,19,18,18.0107,94,180,3.1
2815.5,19,18,18.0107,94,250,3.6
2816.5,20,19,19.003,94,200,3.1
2817.5,20,19,19.003,94,230,4.6
2818.5,20,19,19.003,94,240,2.1
2819.5,20,19,19.003,94,240,5.7
2820.5,19,19,19,100,280,4.1
2821.5,20,19,19.003,94,130,3.1
2822.5,20,20,20,100,110,3.6
2823.5,21,20,19.9952,94,120,3.6
2824.5,21,20,19.9952,94,140,4.1
2825.5,20,18,17.9486,88,180,6.2
2826.5,20,18,17.9486,88,180,6.2
2827.5,19.7,18.6,18.5341,93,190,5.1
2828.5,20,19,19.003,94,190,4.1
2829.5,20,19,19.003,94,220,4.1
2830.5,18,17,17.0183,94,220,4.1
2831.5,19,16,16.0436,83,240,5.1
2832.5,18,15,15.0665,83,240,3.1
2833.5,17,15,14.9959,88,240,4.1
2834.5,16,15,15.0336,94,240,3.1
2835.5,16,14,14.0115,88,240,3.6
2836.5,15,14,14.0412,94,250,2.6
2837.5,15,14,14.0412,94,260,3.6
2838.5,16,15,15.0336,94,240,3.1
2839.5,17,15,14.9959,88,320,3.1
2840.5,18,15,15.0665,83,40,8.7
2841.5,15,13,13.0271,88,30,6.2
2842.5,14.6,12.5,12.459,87,40,5.6
2843.5,14,12,12.0426,88,50,5.1
2844.5,15,11,10.9989,77,40,5.1
2845.5,16,11,10.9521,72,40,5.1
2846.5,17,12,11.9127,72,40,4.1
2847.5,18,13,13.0842,73,30,3.1
2848.5,18,12,12.0019,68,20,4.1
2849.5,17,12,11.9127,72,50,3.1
2850.5,17,13,12.9358,77,70,2.6
2851.5,16,13,12.9264,82,70,2.6
2852.5,16,13,12.9264,82,60,2.1
2853.5,15,13,13.0271,88,40,1.5
2854.5,13,12,12.0563,94,60,1
2855.5,13,12,12.0563,94,80,1
2856.5,13,12,12.0563,94,110,0.5
2857.5,11.5,11.1,11.0401,97,130,0.8
2858.5,10,10,10,100,150,1
2859.5,10,10,10,100,140,1
2860.5,11,10,10.0713,94,130,1.5
2861.5,10.7,10.7,10.7,100,150,1.3
2862.5,11.9,11.9,11.9,100,180,1.2
2863.5,14,14,14,100,200,1
2864.5,18,15,15.0665,83,220,3.1
2865.5,19,15,15.0729,78,250,3.1
2866.5,21,16,15.9693,73,270,4.6
2867.5,22,15,14.8695,64,240,3.1
2868.5,23,14,14.0147,57,200,3.6
2869.5,24,14,14.109,54,200,3.1
2870.5,25,13,12.8928,47,190,4.1
2871.5,25,14,13.8429,50,240,4.6
2872.5,24,14,14.109,54,170,4.1
2873.5,24,15,14.9469,57,190,4.6
2874.5,22,15,14.8695,64,160,3.1
2875.5,20,16,16.0425,78,160,2.6
2876.5,19,17,16.9644,88,160,4.1
2877.5,18.6,16.9,16.5707,88,170,3.9
2878.5,18.1,16.7,16.0786,88,180,3.7
2879.5,17.7,16.6,16.7206,94,170,3.5
2880.5,17.3,16.4,17.3,100,180,3.2
2881.5,16.9,16.3,16.9,100,190,3
2882.5,16.4,16.1,16.4,100,190,2.8
2883.5,16,16,16,100,200,2.6
2884.5,16,16,16,100,200,2.1
2885.5,16,15,15.0336,94,190,2.6
2886.5,17,16,16.026,94,200,4.1
2887.5,19,17,16.9644,88,200,5.1
2888.5,21,16,15.9693,73,220,7.2
2889.5,22,16,16.0438,69,260,6.7
2890.5,21,16,15.9693,73,230,7.7
2891.5,23,16,16.0582,65,250,8.2
2892.5,23,16,16.0582,65,240,8.2
2893.5,23,16,16.0582,65,230,8.7
2894.5,24,16,16.0058,61,220,7.7
2895.5,25,17,16.9455,61,220,8.2
2896.5,24,16,16.0058,61,220,8.2
2897.5,24,17,17.0055,65,220,6.7
2898.5,22,17,16.9307,73,220,4.6
2899.5,21,17,17.012,78,220,4.6
2900.5,20,17,17.0207,83,230,4.1
2901.5,18,17,17.0183,94,230,3.6
2902.5,17,16,16.026,94,270,2.1
2903.5,17,11,11.0482,68,310,3.1
2904.5,16,8,7.98892,59,310,3.1
2905.5,11,10,10.0713,94,320,0.5
2906.5,12,9,9.02194,82,330,2.1
2907.5,10,8,7.93603,87,360,2.6
2908.5,10,7,7.06918,82,350,3.1
2909.5,9,6,5.91515,81,340,2.6
2910.5,14,7,7.06632,63,30,3.6
2911.5,18,7,7.12229,49,50,5.7
2912.5,20,7,7.03448,43,60,5.1
2913.5,21,7,6.87787,40,90,4.6
2914.5,22,5,4.98003,33,140,3.6
2915.5,24,7,7.16081,34,130,3.1
2916.5,24,7,7.16081,34,120,5.7
2917.5,26,7,7.0705,30,120,6.2
2918.5,26,8,8.016,32,160,6.2
2919.5,26,8,8.016,32,160,7.2
2920.5,25,7,7.14753,32,140,5.1
2921.5,23,7,7.11679,36,140,5.1
2922.5,21.4,9.8,9.92903,48,140,4.6
2923.5,19.9,12.5,12.3981,62,130,4.1
2924.5,19,15,15.0729,78,130,3.6
2925.5,18,15,15.0665,83,120,4.1
2926.5,18,15.7,15.6203,86,140,3.8
2927.5,18.1,16.4,16.4316,90,150,3.4
2928.5,18,17,17.0183,94,170,3.1
2929.5,17,17,17,100,170,3.6
2930.5,18,18,18,100,200,3.6
2931.5,20,18,17.9486,88,190,6.7
2932.5,20,18,17.9486,88,180,5.7
2933.5,20,18,17.9486,88,190,4.6
2934.5,21,18,17.9977,83,200,6.2
2935.5,17,16,16.026,94,310,6.2
2936.5,17,16,16.026,94,260,4.1
2937.5,18,17,17.0183,94,210,2.6
2938.5,18,16,15.9802,88,260,6.7
2939.5,17,16,16.026,94,230,5.7
2940.5,17,16,16.026,94,210,4.1
2941.5,17,17,17,100,190,3.1
2942.5,18,17,17.0183,94,200,5.7
2943.5,19,18,18.0107,94,200,5.1
2944.5,20,17,17.0207,83,220,4.6
2945.5,21,17,17.012,78,230,6.2
2946.5,19,17,16.9644,88,220,4.6
2947.5,18,16,15.9802,88,220,5.1
2948.5,18,16,15.9802,88,230,6.2
2949.5,18,15,15.0665,83,240,7.2
2950.5,17,12,11.9127,72,270,5.1
2951.5,17,9,8.92665,59,290,4.1
2952.5,15,7,7.05096,59,280,4.6
2953.5,14,7,7.06632,63,300,4.6
2954.5,13,5,4.92896,58,290,4.1
2955.5,11,5,4.89346,66,300,3.1
2956.5,11,5,4.89346,66,300,3.1
2957.5,10,6,5.96526,76,290,1
2958.5,12,6,6.06232,67,280,3.6
2959.5,14,5,5.10043,55,300,4.6
2960.5,16,5,4.99203,48,320,4.6
2961.5,17,3,2.94198,39,330,5.7
2962.5,18,3,3.08866,37,350,4.6
2963.5,19,4,3.97523,37,330,8.2
2964.5,20,4,4.06759,35,310,6.7
2965.5,20,4,4.06759,35,330,5.1
2966.5,21,3,2.7567,30,340,5.7
2967.5,21,4,4.10659,33,300,6.7
2968.5,20,3,2.79839,32,310,4.6
2969.5,19,1,1.02789,30,310,3.6
2970.5,18,2,1.90035,34,330,2.6
2971.5,16,1,0.933647,36,310,3.1
2972.5,15,1,1.15589,39,300,2.6
2973.5,11,5,4.89346,66,20,1.5
2974.5,10,5,4.985,71,30,1
2975.5,9,5,4.99751,76,50,1
2976.5,8,5,4.93995,81,60,0.5
2977.5,9,5,4.99751,76,70,0.5
2978.5,8,4,4.02963,76,90,1.5
2979.5,8,3,3.06486,71,100,0.5
